datetime,cash,now_account_value,SZ300308.amount,SZ300308.price,SZ300308.weight,SZ300308.count_day
2026-04-01,3000000.0,3000000.0,,,,
2026-04-02,3000000.0,3000000.0,,,,
2026-04-03,3000000.0,3000000.0,,,,
2026-04-07,1724071.4732116698,3023546.7051452636,2100.0,618.7977294921875,0.42978506987248993,1.0
2026-04-08,1724071.4732116698,3167457.3313659667,2100.0,687.3265991210938,0.455692281585317,2.0
2026-04-09,1724071.4732116698,3177693.293280029,2100.0,692.2008666992188,0.45744560154448527,3.0
2026-04-10,1724071.4732116698,3265012.8672546386,2100.0,733.7816162109375,0.4719556879843655,4.0
2026-04-13,1502582.756854248,3271689.2021667482,2400.0,737.127685546875,0.5407318165004397,5.0
2026-04-14,1502582.756854248,3355589.8857604982,2400.0,772.0863037109375,0.5522150179226362,6.0
2026-04-15,1502582.756854248,3372322.0634948732,2400.0,779.0580444335938,0.5544367564653474,7.0
2026-04-16,1502582.756854248,3443349.9931823732,2400.0,808.6530151367188,0.5636276417357305,8.0
2026-04-17,1502582.756854248,3542568.6943542482,2400.0,849.994140625,0.5758493662384311,9.0
2026-04-20,1671927.6499084472,3539717.3105529784,2200.0,848.9953002929688,0.5276663351268418,10.0
2026-04-21,1671927.6499084472,3572370.606451416,2200.0,863.8377075195312,0.5319837065927372,11.0
2026-04-22,1671927.6499084472,3620186.097174072,2200.0,885.572021484375,0.5381652752013056,12.0
2026-04-23,1671927.6499084472,3642995.118170166,2200.0,895.9397583007812,0.5410568513887449,13.0
2026-04-24,1671927.6499084472,3620999.1464904784,2200.0,885.9415893554688,0.5382689743164115,14.0
2026-04-27,953218.5726135253,3521269.4759338377,3000.0,856.0169677734375,0.7292968972899376,15.0
2026-04-28,953218.5726135253,3425293.0965393065,3000.0,824.0248413085938,0.7217118226826792,16.0
2026-04-29,953218.5726135253,3488218.572613525,3000.0,845.0,0.7267319828816425,17.0
2026-04-30,953218.5726135253,3525718.572613525,3000.0,857.5,0.7296384969527138,18.0
