datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2026-06-26,100000.0,0.0,0.0,0.0,0.0,0.0,0,100000.0,0.0
2026-06-29,100000.0,0.0,0.0,0.0,0.0,0.0,0,100000.0,0.0
