start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
1000000.0,1035654.5315338136,0.03565453153381348,0.15572640864948384,-0.055089458492019405,1.1028240313065092,0.14817459976273026,2.0219268502050975,0.0019154679700200909,61
