start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,3118359.4629089357,0.03945315430297858,0.21533723620474743,0.0,2.2449944320643653,0.08963806204644666,0.048704173304583875,-0.009251019001605298,0.22297532192166297,-0.02820139979699424,-0.26109865517215486,,0.9496240112304688,0.00047481200561523437,50,SH000300
