Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
300308,2024-08-15,759.67835704,767.29089068,746.8158002,755.3470879,14976250,1726995551.53,baostock
300308,2024-08-16,775.6909278,799.90665981,775.6909278,787.24097884,27506293,3304747086.0,baostock
300308,2024-08-19,795.3785148,811.45671085,783.89408905,798.26602756,18725366,2286153025.6,baostock
300308,2024-08-20,813.68797071,821.49738022,795.70664125,798.59415401,16960535,2085883211.04,baostock
300308,2024-08-21,788.8159858,812.24421433,787.50348,802.07229438,13381497,1634151027.06,baostock
300308,2024-08-22,803.64730134,808.96294983,790.58786863,796.62539531,10673465,1302086377.83,baostock
300308,2024-08-23,794.00038371,797.21602292,777.6596865,786.97847768,12275356,1468408090.23,baostock
300308,2024-08-26,799.3160322,803.05667373,740.64702294,750.35956586,26366268,3067115171.05,baostock
300308,2024-08-27,744.91266679,758.49710182,733.16573988,743.20640925,16377596,1856846884.28,baostock
300308,2024-08-28,741.565777,758.03772479,729.95010067,738.67826424,14895224,1681050556.79,baostock
300308,2024-08-29,700.68122133,705.4718675,671.3467167,699.82809256,37485099,3940028514.19,baostock
300308,2024-08-30,698.38433618,727.7844661,697.79370857,714.6594081,31259546,3403573396.24,baostock
300308,2024-09-02,712.36252295,717.74379673,682.503016,683.35614477,22085824,2327052895.39,baostock
300308,2024-09-03,683.48739535,696.34995219,677.2529928,691.09992899,13014877,1363679675.85,baostock
300308,2024-09-04,649.690371,676.99049164,643.127842,668.7217051,31225853,3128802939.85,baostock
300308,2024-09-05,668.65607981,682.56864129,658.94353689,667.21232343,18634620,1905466635.6,baostock
300308,2024-09-06,662.815429,670.75608909,650.93725151,652.44663318,14485606,1452842457.59,baostock
300308,2024-09-09,647.0653594,671.3467167,641.55283504,669.377958,19469552,1943246213.2,baostock
300308,2024-09-10,670.6904638,713.54377817,665.04668886,698.44996147,33098828,3482064294.4,baostock
300308,2024-09-11,711.24689302,716.30004035,692.74056124,696.80932922,19611607,2100813641.13,baostock
300308,2024-09-12,728.440719,735.003248,708.0968791,708.753132,22198433,2433910085.73,baostock
300308,2024-09-13,710.7218907,765.8471343,710.52501483,760.85961226,35283994,4029348720.79,baostock
300308,2024-09-18,748.128306,762.69712038,741.63140229,745.76579556,15117560,1728577258.29,baostock
300308,2024-09-19,748.91580948,752.00019811,699.95934314,722.07506587,27338454,2991633108.73,baostock
300308,2024-09-20,734.3469951,738.2845125,709.93438722,715.315661,16076308,1764719014.52,baostock
300308,2024-09-23,709.93438722,729.81885009,705.40624221,714.6594081,12615349,1383375272.34,baostock
300308,2024-09-24,716.16878977,801.74416793,716.16878977,801.67854264,36020719,4180930935.09,baostock
300308,2024-09-25,824.84427001,830.1599185,798.06915169,800.56291271,28631151,3541934247.13,baostock
300308,2024-09-26,807.25669229,852.99751942,798.6597793,851.02876072,26838969,3378957115.75,baostock
300308,2024-09-27,845.18810991,903.52899272,827.27240574,876.7538744,49555524,6509047689.14,baostock
300308,2024-09-30,892.503944,1020.4732595,866.253828,1016.27324094,61306531,8838229249.0,baostock
300308,2024-10-08,1219.3178882,1219.51476407,1061.1609393,1219.51476407,74989328,13308382364.43,baostock
300308,2024-10-09,1149.16445319,1217.80850653,1072.9734915,1092.0048256,65754769,11459742447.2,baostock
300308,2024-10-10,1103.8173778,1113.59554601,1030.317053,1067.78909359,46360897,7589027759.44,baostock
