Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
000905,2024-11-15,6055.5354,6093.4226,5924.35,5924.4834,23622604200,309679795180.8,baostock
000905,2024-11-18,5940.4862,5977.4919,5799.9082,5833.0358,28252722400,296423264134.4,baostock
000905,2024-11-19,5836.6108,5936.9347,5776.2017,5936.6015,24140421500,262477730599.7,baostock
000905,2024-11-20,5920.3229,6015.2339,5909.106,5992.3904,21734522400,261005441610.0,baostock
000905,2024-11-21,5973.1547,6009.6285,5937.8052,5985.3128,20619894100,252722313895.1,baostock
000905,2024-11-22,5969.0753,5983.3393,5750.2457,5750.2457,22506673700,267675732292.4,baostock
000905,2024-11-25,5754.5473,5774.8166,5662.0946,5735.6493,18600506000,215261571671.1,baostock
000905,2024-11-26,5727.3734,5773.3559,5688.5764,5690.4792,14756286500,170186745318.8,baostock
000905,2024-11-27,5669.5549,5805.635,5603.9955,5804.9368,17531330200,204528721580.5,baostock
000905,2024-11-28,5802.797,5826.4882,5749.2874,5757.5965,17218353700,204358289211.1,baostock
000905,2024-11-29,5748.1665,5899.873,5736.4093,5851.9385,20425554400,243571196943.7,baostock
000905,2024-12-02,5853.7053,5956.5981,5848.4235,5943.6245,23618130800,257212815525.1,baostock
000905,2024-12-03,5946.7352,5954.6607,5877.8012,5932.1207,20987050900,229346951926.7,baostock
000905,2024-12-04,5929.4763,5940.8545,5850.9094,5879.2695,21599163400,234212942758.9,baostock
000905,2024-12-05,5855.7419,5923.6243,5853.527,5901.9859,19854223600,212251881677.0,baostock
000905,2024-12-06,5903.4988,6011.7691,5877.0434,5979.197,26532953600,255600553068.3,baostock
000905,2024-12-09,5983.3343,6004.2343,5911.3619,5947.1089,28446220900,237294662391.5,baostock
000905,2024-12-10,6132.291,6141.0655,5982.5833,5992.0937,32052782300,324711288431.3,baostock
000905,2024-12-11,5973.326,6051.4718,5972.2696,6047.105,25388394100,250011474489.1,baostock
000905,2024-12-12,6048.7814,6107.7146,6023.2343,6100.3945,24365369000,258380795570.8,baostock
000905,2024-12-13,6065.9542,6065.9542,5988.292,5988.292,28632819800,307316221178.0,baostock
000905,2024-12-16,5983.1598,5991.5772,5888.0426,5912.6014,21464744100,241790858877.2,baostock
000905,2024-12-17,5896.9676,5924.6244,5837.2514,5848.1628,19310854700,204630242337.7,baostock
