Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
000300,2024-11-15,4025.6482,4049.071,3968.8308,3968.8308,24739946300,474079686588.2,baostock
000300,2024-11-18,3982.1036,4034.0596,3931.1872,3950.3806,30677794600,472408054830.7,baostock
000300,2024-11-19,3954.6038,3979.1505,3896.7493,3976.8912,24294646500,402610970340.1,baostock
000300,2024-11-20,3966.1238,4001.0847,3958.3383,3985.7727,18459937200,347577693099.5,baostock
000300,2024-11-21,3979.4554,3999.5693,3966.0658,3989.2979,16612592700,324235010779.0,baostock
000300,2024-11-22,3984.2435,3990.2647,3865.6989,3865.6989,21628580900,397566831847.8,baostock
000300,2024-11-25,3875.6126,3889.7069,3812.3179,3848.0909,19070295300,349006773180.1,baostock
000300,2024-11-26,3836.259,3875.229,3833.2842,3840.1847,14989244100,264403254830.0,baostock
000300,2024-11-27,3829.3442,3907.164,3817.9125,3907.0447,17413609600,320632355477.0,baostock
000300,2024-11-28,3904.2525,3908.3918,3866.0136,3872.5505,15011729100,286432871223.5,baostock
000300,2024-11-29,3869.8903,3962.7002,3869.8903,3916.5832,18765671300,375262017919.2,baostock
000300,2024-12-02,3909.7029,3955.1252,3902.1697,3947.632,19728978400,368591235990.8,baostock
000300,2024-12-03,3946.7034,3963.9474,3922.8425,3951.8912,18249686700,327295048700.8,baostock
000300,2024-12-04,3948.13,3957.365,3917.7467,3930.5568,17462631800,312040419081.5,baostock
000300,2024-12-05,3916.5638,3936.3358,3910.0834,3921.5881,13853403800,257716297996.5,baostock
000300,2024-12-06,3923.8954,3995.1168,3923.8954,3973.1405,19205790700,351751735425.0,baostock
000300,2024-12-09,3970.6628,3995.5116,3948.4206,3966.5708,17595995800,308227216702.9,baostock
000300,2024-12-10,4094.05,4098.3804,3988.9676,3995.6369,25346379500,487278042807.0,baostock
000300,2024-12-11,3988.0179,4005.3253,3977.3522,3988.8308,17725284600,310713317895.4,baostock
000300,2024-12-12,3987.1525,4031.7441,3981.3485,4028.5048,18162177700,333667518401.4,baostock
000300,2024-12-13,4000.9854,4000.9854,3931.7392,3933.1808,23035307900,421478609274.0,baostock
000300,2024-12-16,3930.7807,3938.7595,3901.6465,3911.8416,17851125100,327619081581.3,baostock
000300,2024-12-17,3908.1263,3955.945,3908.1263,3922.0334,16093909000,306037370846.7,baostock
000300,2024-12-18,3934.5425,3956.1441,3933.9693,3941.89,15773832100,276825381224.3,baostock
000300,2024-12-19,3911.8901,3954.3491,3899.7479,3945.4635,16108104000,321771606933.4,baostock
000300,2024-12-20,3937.4722,3958.6336,3923.2562,3927.7441,15498649600,332143276397.7,baostock
000300,2024-12-23,3928.1493,3965.8502,3928.1493,3933.5718,19006736200,354063425208.7,baostock
000300,2024-12-24,3934.9422,3985.8588,3934.7338,3983.6882,16149458900,310384873294.2,baostock
000300,2024-12-25,3987.9557,4007.7626,3969.4766,3985.6291,15939074700,299295145793.1,baostock
