Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
600036,2024-11-15,198.88018752,201.43930758,197.47006014,197.52228708,69927688,2671344641.85,baostock
600036,2024-11-18,198.7235067,201.90935004,197.4178332,197.9401026,76344807,2918992439.92,baostock
600036,2024-11-19,197.99232954,199.40245692,195.5898903,197.00001768,52124855,1967719175.31,baostock
600036,2024-11-20,197.4178332,197.6789679,195.3287556,195.74657112,45129126,1693331536.28,baostock
600036,2024-11-21,195.74657112,196.68665604,194.64980538,195.48543642,35033614,1309684433.41,baostock
600036,2024-11-22,195.48543642,196.1121597,189.89715384,190.3671963,69049090,2544524441.33,baostock
600036,2024-11-25,191.6728698,192.50850084,188.64370728,189.16597668,53409473,1945383409.77,baostock
600036,2024-11-26,188.17366482,191.04614652,187.18135296,190.05383466,45942121,1666651768.42,baostock
600036,2024-11-27,190.05383466,191.56841592,188.59148034,191.1506004,39207688,1429782933.46,baostock
600036,2024-11-28,191.1506004,192.4562739,188.95706892,190.47165018,45193910,1647865702.09,baostock
600036,2024-11-29,191.09837346,193.239678,189.63601914,189.79269996,66437999,2437776752.38,baostock
600036,2024-12-02,190.3671963,191.56841592,189.0615228,190.68055794,42465209,1548959359.88,baostock
600036,2024-12-03,191.4117351,194.38867068,190.00160772,193.86640128,72198609,2658919819.02,baostock
600036,2024-12-04,193.70972046,193.70972046,190.78501182,192.24736614,62051124,2285383468.94,baostock
600036,2024-12-05,191.46396204,195.11984784,191.20282734,192.76963554,56894934,2108115264.79,baostock
600036,2024-12-06,193.29190494,197.52228708,193.29190494,196.8955638,87723587,3296793041.63,baostock
600036,2024-12-09,196.32106746,198.41014506,195.0676209,196.8955638,49299535,1859542282.67,baostock
600036,2024-12-10,202.6405272,203.63283906,200.5514496,201.5959884,103895319,4022695500.78,baostock
600036,2024-12-11,201.28262676,202.58830026,199.66359162,200.0291802,51770936,1988895959.33,baostock
600036,2024-12-12,199.97695326,202.79720802,199.55913774,202.6405272,58688876,2267252620.6,baostock
600036,2024-12-13,200.8125843,201.5959884,194.70203232,194.8064862,111798280,4213094969.05,baostock
600036,2024-12-16,195.0676209,197.31337932,194.91094008,197.10447156,64031589,2409086953.59,baostock
600036,2024-12-17,196.05993276,199.29800304,196.05993276,197.6789679,60310408,2287237539.47,baostock
600036,2024-12-18,198.56682588,201.90935004,197.73119484,201.17817288,80585536,3101731956.18,baostock
600036,2024-12-19,200.44699572,201.23039982,198.462372,198.56682588,61119582,2336249857.06,baostock
600036,2024-12-20,198.7235067,199.92472632,197.73119484,197.99232954,54215038,2060744582.24,baostock
600036,2024-12-23,198.41014506,202.1182578,198.35791812,200.2903149,90269156,3473126152.19,baostock
600036,2024-12-24,200.2903149,205.19964726,200.13363408,204.83405868,99342846,3875223368.27,baostock
600036,2024-12-25,204.88628562,206.60977464,203.63283906,205.7741436,75591307,2972981820.97,baostock
600036,2024-12-26,205.7741436,206.50532076,203.73729294,206.19195912,53925194,2125139424.63,baostock
600036,2024-12-27,206.19195912,207.02759016,202.53607332,205.46078196,70031955,2742768758.49,baostock
600036,2024-12-30,205.46078196,207.8632212,204.9907395,206.92313628,67884533,2690314729.02,baostock
600036,2024-12-31,206.60977464,208.3854906,205.2518742,205.2518742,64371699,2549055493.94,baostock
600036,2025-01-02,205.5130089,206.296413,200.23808796,201.12594594,64200070,2493694677.0,baostock
600036,2025-01-03,201.5959884,203.89397376,201.28262676,201.90935004,68258306,2646967328.6,baostock
