Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
002230,2024-11-15,720.66855594,768.5498945,720.12444982,721.89279471,189928635,10385019896.25,baostock
002230,2024-11-18,734.27120894,739.30419055,649.66270728,657.68827255,165442716,8207257821.05,baostock
002230,2024-11-19,643.4054869,653.74350318,620.41700333,649.66270728,128943053,6044962784.12,baostock
002230,2024-11-20,650.07078687,678.50033164,645.71793791,668.57039495,104671294,5131498448.8,baostock
002230,2024-11-21,666.529997,696.18378054,655.51184807,680.81278265,101276737,5056707843.69,baostock
002230,2024-11-22,676.0518541,712.09888455,662.4492011,665.44178476,133218125,6760262845.02,baostock
002230,2024-11-25,682.17304795,690.74271934,639.46071753,663.67343987,90911483,4388962799.91,baostock
002230,2024-11-26,653.06337053,664.89767864,639.324691,639.86879712,63659832,3040706028.66,baostock
002230,2024-11-27,638.23647876,659.7286705,632.25131144,659.45661744,65878381,3120429633.99,baostock
002230,2024-11-28,659.7286705,668.97847454,649.79873381,650.47886646,58074797,2811825526.66,baostock
002230,2024-11-29,646.1260175,714.54736209,644.90177873,697.95212543,155844163,7856545954.11,baostock
002230,2024-12-02,693.735303,700.40060297,686.9339765,695.77570095,87295210,4453201552.35,baostock
002230,2024-12-03,695.77570095,699.04033767,671.42695208,678.50033164,76900285,3859608599.73,baostock
002230,2024-12-04,681.08483571,690.47066628,672.10708473,678.50033164,67458177,3375035117.87,baostock
002230,2024-12-05,679.86059694,708.56219477,679.86059694,697.8160989,93918221,4840352155.65,baostock
002230,2024-12-06,712.50696414,719.98842329,692.10298464,704.88947846,87702554,4551823404.48,baostock
002230,2024-12-09,705.16153152,737.39981913,705.16153152,716.58776004,91582247,4861529162.2,baostock
002230,2024-12-10,737.39981913,772.6306904,718.08405187,741.48061503,152641172,8345556960.77,baostock
002230,2024-12-11,733.45504976,735.08736812,713.45914985,723.79716613,81031303,4307642434.93,baostock
002230,2024-12-12,720.940609,731.8227314,705.29755805,711.82683149,73388309,3850817468.09,baostock
002230,2024-12-13,707.337956,716.17968045,691.83093158,693.32722341,68369835,3536434086.83,baostock
002230,2024-12-16,693.735303,700.5366295,682.98920713,686.9339765,46652651,2364113041.7,baostock
002230,2024-12-17,684.2134459,692.51106423,676.18788063,679.31649082,43940461,2208399716.99,baostock
002230,2024-12-18,680.26867653,695.0955683,674.82761533,688.2942418,44409009,2239341387.61,baostock
002230,2024-12-19,680.13265,705.43358458,678.09225205,701.76086827,60221003,3076032671.5,baostock
002230,2024-12-20,697.68007237,714.1392825,693.59927647,703.93729275,60396855,3124270596.75,baostock
002230,2024-12-23,704.20934581,704.6174254,682.17304795,683.39728672,46323866,2353131611.46,baostock
002230,2024-12-24,683.39728672,686.9339765,672.78721738,683.94139284,42544548,2124543802.48,baostock
002230,2024-12-25,683.39728672,692.91914382,676.18788063,678.36430511,35629235,1787460600.65,baostock
002230,2024-12-26,678.36430511,697.54404584,677.00403981,691.0147724,42953883,2181236822.34,baostock
002230,2024-12-27,688.56629486,696.99993972,677.4121194,679.58854388,46529395,2352838833.53,baostock
002230,2024-12-30,677.54814593,693.735303,663.94549293,681.4929153,47296657,2366736371.79,baostock
002230,2024-12-31,681.4929153,688.15821527,657.0081399,657.28019296,51430074,2521599846.29,baostock
