Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
600519,2025-05-16,11805.45846873,11827.13324973,11661.97141851,11661.97141851,2293522,3714508659.19,baostock
600519,2025-05-19,11530.983492,11559.8832,11371.16810676,11408.01523446,3806283,6021950009.86,baostock
600519,2025-05-20,11415.38466,11522.3135796,11379.9825177,11458.734222,1952153,3095742637.11,baostock
600519,2025-05-21,11451.509295,11530.54999638,11422.39283919,11422.39283919,1979464,3143941416.06,baostock
600519,2025-05-22,11422.53733773,11451.43704573,11343.8578827,11415.38466,1509024,2381236585.51,baostock
600519,2025-05-23,11380.7050104,11472.4615833,11355.12876882,11361.9202002,2153700,3399424961.4,baostock
600519,2025-05-26,11343.13539,11376.58680201,11162.512215,11202.2493135,2708653,4212944430.48,baostock
600519,2025-05-27,11205.861777,11260.7712222,11151.74707377,11154.5647953,1775213,2748945675.47,baostock
600519,2025-05-28,11155.21503873,11173.06060842,11075.813091,11104.712799,1626568,2504624605.12,baostock
600519,2025-05-29,11126.38758,11234.761485,11068.588164,11126.38758,2185958,3375465796.02,baostock
600519,2025-05-30,11127.47131905,11162.512215,10947.49838748,10996.338894,3123918,4764875946.74,baostock
600519,2025-06-03,10895.26216527,10974.664113,10873.65963354,10902.414843,2897918,4377892798.9,baostock
600519,2025-06-04,10913.2522335,11003.563821,10904.00432694,10909.35077292,2300809,3480363796.56,baostock
600519,2025-06-05,10938.539478,10952.989332,10853.2853394,10938.539478,2321366,3504925523.89,baostock
600519,2025-06-06,10937.0944926,10974.44736519,10859.065281,10883.55778353,2502307,3777727616.07,baostock
600519,2025-06-09,10873.65963354,10900.2473649,10733.92954536,10737.03626397,4495867,6723839137.58,baostock
600519,2025-06-10,10736.241522,10779.591084,10655.3223396,10656.83957427,3049220,4511934584.04,baostock
600519,2025-06-11,10669.7721936,10794.040938,10664.7147447,10692.89196,3089282,4585522755.14,baostock
600519,2025-06-12,10692.89196,10720.85242749,10505.7663507,10541.168493,4990361,7306800799.68,baostock
600519,2025-06-13,10435.75680807,10475.92740219,10295.95447062,10309.60958265,5911325,8466515559.41,baostock
600519,2025-06-16,10123.5677124,10295.80997208,10123.42321386,10275.94142283,4288787,6060448437.64,baostock
600519,2025-06-17,10259.39634,10309.970829,10202.89741086,10309.970829,2723151,3868364671.4,baostock
600519,2025-06-18,10403.89488,10428.74862888,10266.69351627,10295.520975,3076099,4404131363.57,baostock
600519,2025-06-19,10302.745902,10358.16109209,10239.02204586,10302.745902,2450072,3490268567.64,baostock
600519,2025-06-20,10285.26157866,10412.13129678,10260.8413254,10321.96420782,3481581,4990683314.31,baostock
600519,2025-06-23,10259.39634,10353.320391,10152.32292186,10259.39634,2672331,3794012342.59,baostock
600519,2025-06-24,10283.59984545,10488.28202736,10283.59984545,10383.6650844,3631151,5229183514.12,baostock
600519,2025-06-25,10397.46469497,10470.3642084,10263.08105277,10373.98368222,4105007,5869292227.36,baostock
600519,2025-06-26,10423.632875,10519.3977,10387.389572,10460.4655,3486025,4955829982.08,baostock
600519,2025-06-27,10460.53916525,10482.565075,10335.89756225,10335.89756225,3824973,5404312674.78,baostock
600519,2025-06-30,10338.9178375,10410.59412575,10327.86805,10383.264318,3045730,4287373690.9,baostock
600519,2025-07-01,10379.433725,10401.0913085,10337.51819775,10350.7042775,1987819,2794423202.66,baostock
600519,2025-07-02,10383.1169875,10422.15957,10313.135,10383.85364,2621825,3689246315.87,baostock
600519,2025-07-03,10401.5333,10480.28145225,10372.0672,10428.05279,2441267,3456733002.19,baostock
600519,2025-07-04,10428.7894425,10548.05348225,10386.87391525,10476.8191855,2876691,4086547267.71,baostock
600519,2025-07-07,10477.261177,10486.2483375,10386.87391525,10391.9568175,2385467,3370562659.31,baostock
600519,2025-07-08,10392.03048275,10460.4655,10391.9568175,10431.80971775,1867370,2643302690.74,baostock
600519,2025-07-09,10423.632875,10533.90975425,10417.51865925,10452.214992,2774532,3950810723.36,baostock
600519,2025-07-10,10452.87797925,10579.6558745,10389.74686,10508.3479125,3872503,5503329754.22,baostock
600519,2025-07-11,10483.743719,10740.39345,10483.743719,10512.031175,5724335,8239010389.77,baostock
600519,2025-07-14,10534.13075,10570.8160445,10472.25194,10486.98499,2778094,3961736006.36,baostock
600519,2025-07-15,10467.6846945,10482.04941825,10374.424488,10394.166775,3540578,5005150164.61,baostock
600519,2025-07-16,10386.87391525,10441.97552225,10386.43192375,10394.38777075,2128605,3006882578.86,baostock
600519,2025-07-17,10416.1190195,10482.63874025,10408.015842,10433.57768375,2310554,3273100406.19,baostock
600519,2025-07-18,10460.4655,10591.66331025,10433.7986795,10585.696425,4182341,5984949774.21,baostock
600519,2025-07-21,10585.62275975,10657.88837,10570.963375,10629.895575,2620331,3779891828.99,baostock
600519,2025-07-22,10637.2621,10803.745565,10612.805237,10791.8117945,4211898,6127636851.04,baostock
