Symbol,Date,Open,High,Low,Close,Volume,Amount,Source
000651,2024-11-15,7241.52002805,7276.35895602,7115.43628873,7153.59320984,42410752,1839025066.11,baostock
000651,2024-11-18,7160.22919612,7216.6350795,7083.9153539,7112.11829559,34039682,1467672248.68,baostock
000651,2024-11-19,7112.11829559,7143.63923042,7052.39441907,7122.07227501,29152792,1248385921.13,baostock
000651,2024-11-20,7108.80030245,7108.80030245,7060.68940192,7088.89234361,29577144,1262410434.18,baostock
000651,2024-11-21,7077.27936762,7082.25635733,6967.785594,7019.21448767,39628121,1672811222.25,baostock
000651,2024-11-22,7010.91950482,7077.27936762,6843.36085125,6851.6558341,50814545,2130305592.02,baostock
000651,2024-11-25,6851.6558341,6929.62867289,6768.7060056,6796.90894729,42357130,1743305566.99,baostock
000651,2024-11-26,6775.34199188,6871.56379294,6720.59510507,6831.74787526,39450573,1620126630.94,baostock
000651,2024-11-27,6849.99683753,6982.71656313,6828.42988212,6982.71656313,43224023,1803907214.19,baostock
000651,2024-11-28,6977.73957342,6999.30652883,6884.8357655,6901.4257312,26382498,1101489346.63,baostock
000651,2024-11-29,6903.08472777,7002.62452197,6886.49476207,6981.05756656,34638077,1455893214.21,baostock
000651,2024-12-02,6981.05756656,6992.67054255,6868.2457998,6974.42158028,39186783,1639135591.82,baostock
000651,2024-12-03,6954.51362144,7034.1454568,6942.90064545,7025.85047395,34841161,1469976470.93,baostock
000651,2024-12-04,7030.82746366,7198.38611723,6979.39856999,7072.30237791,53698426,2297996487.26,baostock
000651,2024-12-05,7075.62037105,7141.98023385,7005.94251511,7020.87348424,30419083,1292423428.1,baostock
000651,2024-12-06,7017.5554911,7077.27936762,6986.03455627,7012.57850139,38486014,1632092918.45,baostock
000651,2024-12-09,7014.23749796,7072.30237791,6903.08472777,7025.85047395,35374006,1494133323.01,baostock
000651,2024-12-10,7219.95307264,7331.10584283,7120.41327844,7130.36725786,75926081,3306086992.16,baostock
000651,2024-12-11,7120.41327844,7233.2250452,7102.16431617,7185.11414467,32608685,1413448882.67,baostock
000651,2024-12-12,7168.52417897,7224.93006235,7141.98023385,7209.99909322,32395962,1403211432.79,baostock
000651,2024-12-13,7185.11414467,7200.0451138,7092.21033675,7133.685251,43500158,1872578613.23,baostock
000651,2024-12-16,7110.45929902,7206.68110008,7085.57435047,7113.77729216,30920371,1328674019.35,baostock
000651,2024-12-17,7110.45929902,7221.61206921,7093.86933332,7133.685251,33483868,1447104375.62,baostock
000651,2024-12-18,7165.20618583,7226.58905892,7155.25220641,7208.34009665,29719828,1290565468.62,baostock
000651,2024-12-19,7183.4551481,7297.92591143,7161.88819269,7241.52002805,43438685,1898655823.01,baostock
000651,2024-12-20,7241.52002805,7291.28992515,7166.8651824,7176.81916182,35096649,1530168146.81,baostock
000651,2024-12-23,7186.77314124,7415.7146679,7185.11414467,7380.87573993,69320639,3069252490.8,baostock
000651,2024-12-24,7385.85272964,7649.63318427,7385.85272964,7561.70636606,70082613,3192368932.86,baostock
000651,2024-12-25,7589.90930775,7629.72522543,7500.32349297,7538.48041408,40087781,1828234471.23,baostock
000651,2024-12-26,7540.13941065,7570.00134891,7465.484565,7538.48041408,32452739,1470693812.96,baostock
000651,2024-12-27,7538.48041408,7568.34235234,7400.78369877,7475.43854442,37915643,1704866921.53,baostock
000651,2024-12-30,7475.43854442,7624.74823572,7475.43854442,7560.04736949,38882167,1775014142.24,baostock
000651,2024-12-31,7565.0243592,7623.08923915,7503.64148611,7540.13941065,42476700,1937415745.53,baostock
000651,2025-01-02,7711.01605736,7876.91571436,7631.384222,7687.79010538,95253245,4449784976.21,baostock
000651,2025-01-03,7694.42609166,7850.37176924,7565.0243592,7588.25031118,52708618,2436435046.42,baostock
000651,2025-01-06,7621.43024258,7717.65204364,7511.93646896,7634.70221514,54212813,2489906993.3,baostock
000651,2025-01-07,7599.86328717,7691.10809852,7482.0745307,7573.31934205,44406077,2032272814.6,baostock
000651,2025-01-08,7565.0243592,7860.32574866,7540.13941065,7837.09979668,77821329,3639432912.39,baostock
000651,2025-01-09,7847.0537761,7905.11865605,7749.17297847,7880.2337075,45412644,2148119227.07,baostock
000651,2025-01-10,7853.68976238,7923.36761832,7672.85913625,7697.7440848,37161252,1734493428.78,baostock
000651,2025-01-13,7598.2042906,7626.40723229,7414.05567133,7448.8945993,42111241,1903557018.62,baostock
000651,2025-01-14,7442.25861302,7609.81726659,7430.64563703,7571.66034548,31582175,1434156900.8,baostock
000651,2025-01-15,7551.75238664,7770.73993388,7541.79840722,7646.31519113,32881741,1521038271.39,baostock
000651,2025-01-16,7681.1541191,7820.50983098,7651.29218084,7681.1541191,29793835,1386882882.38,baostock
000651,2025-01-17,7656.26917055,7696.08508823,7555.07037978,7631.384222,24589547,1131875331.99,baostock
000651,2025-01-20,7634.70221514,7694.42609166,7415.7146679,7478.75653756,61877341,2797125718.01,baostock
000651,2025-01-21,7528.52643466,7531.8444278,7402.44269534,7425.66864732,30001069,1345248908.11,baostock
000651,2025-01-22,7409.07868162,7422.35065418,7224.93006235,7309.53888742,39685582,1746974884.37,baostock
000651,2025-01-23,7341.05982225,7435.62262674,7316.1748737,7344.37781539,37509778,1667303256.59,baostock
000651,2025-01-24,7344.37781539,7445.57660616,7287.97193201,7375.89875022,33151745,1475277189.85,baostock
000651,2025-01-27,7377.55774679,7510.27747239,7377.55774679,7447.23560273,28353972,1274083766.08,baostock
000651,2025-02-05,7389.17072278,7432.3046336,7256.45099718,7271.38196631,34466486,1514802179.23,baostock
000651,2025-02-06,7278.01795259,7306.22089428,7188.43213781,7239.86103148,34309683,1495055072.32,baostock
000651,2025-02-07,7246.49701776,7344.37781539,7185.11414467,7319.49286684,40139929,1763199894.38,baostock
000651,2025-02-10,7319.49286684,7339.40082568,7241.52002805,7279.67694916,30589785,1341233006.29,baostock
000651,2025-02-11,7294.60791829,7322.81085998,7208.34009665,7243.17902462,29179656,1275546261.92,baostock
000651,2025-02-12,7241.52002805,7279.67694916,7188.43213781,7259.76899032,27072784,1178412798.74,baostock
000651,2025-02-13,7249.8150109,7307.87989085,7226.58905892,7269.72296974,33805098,1483436136.28,baostock
000651,2025-02-14,7249.8150109,7344.37781539,7249.8150109,7297.92591143,28122853,1238280266.68,baostock
000651,2025-02-17,7268.06397317,7297.92591143,7180.13715496,7244.83802119,37143079,1615024282.43,baostock
000651,2025-02-18,7216.6350795,7231.56604863,7122.07227501,7138.66224071,43042178,1859047194.44,baostock
000651,2025-02-19,7140.32123728,7148.61622013,6927.96967632,6957.83161458,95038714,3997869746.85,baostock
000651,2025-02-20,6942.90064545,6964.46760086,6856.63282381,6942.90064545,62417502,2599789535.85,baostock
000651,2025-02-21,6941.24164888,6941.24164888,6775.34199188,6861.60981352,81951122,3373474394.38,baostock
000651,2025-02-24,6828.42988212,6898.10773806,6785.2959713,6846.67884439,53752598,2218449804.74,baostock
000651,2025-02-25,6831.74787526,6833.40687183,6702.3461428,6718.9361085,66644155,2712820413.29,baostock
000651,2025-02-26,6718.9361085,6811.83991642,6718.9361085,6788.61396444,48929710,1995742497.18,baostock
000651,2025-02-27,6793.59095415,6903.08472777,6791.93195758,6873.22278951,73799739,3052301704.88,baostock
