Symbol,Date,Open,High,Low,Close,Volume,Amount,PctChange,Turnover,Source
601899,2024-11-15,33.20577,34.2700575,33.035484,33.2483415,186356748,2954520861.28,,,baostock
601899,2024-11-18,33.546342,34.03591425,33.18448425,33.43991325,176079371,2781021688.07,,,baostock
601899,2024-11-19,34.0572,34.97248725,34.0572,34.50420075,260099889,4215053446.68,,,baostock
601899,2024-11-20,34.67448675,34.6957725,33.9294855,34.12105725,146052592,2347972311.6,,,baostock
601899,2024-11-21,34.142343,34.54677225,33.99334275,34.397772,135377378,2177155617.48,,,baostock
601899,2024-11-22,34.4403435,34.482915,33.546342,33.546342,125243144,1995032918.1,,,baostock
601899,2024-11-25,33.801771,34.142343,32.92905525,33.09934125,119793219,1883870366.9,,,baostock
601899,2024-11-26,32.780055,33.376056,32.71619775,33.0780555,91452206,1421300260.09,,,baostock
601899,2024-11-27,33.09934125,33.376056,32.63105475,33.376056,110182933,1711331758.06,,,baostock
601899,2024-11-28,33.31219875,33.461199,32.9077695,33.05676975,87158737,1357463152.52,,,baostock
601899,2024-11-29,33.20577,33.9294855,32.84391225,33.4186275,141260443,2220567457.8,,,baostock
601899,2024-12-02,33.461199,33.56762775,32.9929125,33.120627,168359703,2628279645.32,,,baostock
601899,2024-12-03,33.18448425,33.26962725,32.524626,33.22705575,149572070,2315346607.74,,,baostock
601899,2024-12-04,33.376056,33.9294855,33.290913,33.631485,180836598,2853814255.34,,,baostock
601899,2024-12-05,33.48248475,33.52505625,32.8226265,32.950341,141237064,2192389551.14,,,baostock
601899,2024-12-06,32.8226265,33.5037705,32.80134075,33.39734175,137873276,2155290558.37,,,baostock
601899,2024-12-09,33.5037705,34.16362875,33.35477025,33.801771,138620472,2208532969.07,,,baostock
601899,2024-12-10,34.8660585,35.22791625,34.0572,34.1849145,191717269,3111739801.71,,,baostock
601899,2024-12-11,34.397772,34.8660585,34.1849145,34.312629,146859489,2374455019.02,,,baostock
601899,2024-12-12,34.312629,34.653201,34.24877175,34.568058,100504477,1628318302.91,,,baostock
601899,2024-12-13,34.0572,34.0572,33.14191275,33.14191275,199811168,3143512082.21,,,baostock
601899,2024-12-16,33.14191275,33.290913,32.58848325,32.67362625,128353468,1977871985.81,,,baostock
601899,2024-12-17,32.67362625,33.18448425,32.50334025,32.88648375,119682220,1851932603.98,,,baostock
601899,2024-12-18,32.780055,33.26962725,32.780055,32.97162675,75347659,1169485235.21,,,baostock
601899,2024-12-19,32.37562575,32.80134075,32.03505375,32.609769,92554681,1414586144.06,,,baostock
601899,2024-12-20,32.524626,32.63105475,31.9711965,31.9711965,140062667,2117319775.96,,,baostock
601899,2024-12-23,32.269197,33.18448425,32.12019675,33.01419825,188440900,2903979101.52,,,baostock
601899,2024-12-24,32.97162675,33.3334845,32.54591175,33.26962725,116741937,1811782586.03,,,baostock
601899,2024-12-25,33.26962725,33.35477025,32.6523405,33.035484,87854107,1359933125.78,,,baostock
601899,2024-12-26,33.05676975,33.48248475,32.9077695,33.2483415,87509255,1366286290.65,,,baostock
601899,2024-12-27,33.290913,33.39734175,32.50334025,32.5671975,123641600,1903734256.25,,,baostock
601899,2024-12-30,32.4820545,33.461199,32.41819725,33.0780555,152484072,2365457326.28,,,baostock
601899,2024-12-31,32.84391225,32.9077695,32.184054,32.184054,142236489,2172211222.56,,,baostock
601899,2025-01-02,32.35434,32.950341,31.928625,32.3117685,199053077,3037419314.18,,,baostock
601899,2025-01-03,32.5671975,33.886914,32.50334025,33.14191275,312488466,4898067954.72,,,baostock
601899,2025-01-06,33.376056,33.7591995,32.63105475,32.97162675,225283187,3516450287.83,,,baostock
601899,2025-01-07,33.09934125,34.16362875,32.780055,34.0997715,229893314,3655875984.87,,,baostock
601899,2025-01-08,34.0997715,34.41905775,33.5037705,33.73791375,176843669,2815392400.11,,,baostock
601899,2025-01-09,33.86562825,34.12105725,33.461199,33.886914,134299826,2132733325.41,,,baostock
601899,2025-01-10,34.24877175,34.7809155,33.78048525,34.37648625,195551711,3158715409.27,,,baostock
601899,2025-01-13,34.3552005,35.4620595,34.12105725,34.90863,237723203,3905138855.59,,,baostock
601899,2025-01-14,34.67448675,35.078916,34.16362875,34.92991575,180089819,2933492769.62,,,baostock
601899,2025-01-15,34.80220125,34.90863,33.05676975,33.5889135,327946407,5211318615.1,,,baostock
601899,2025-01-16,34.12105725,34.6957725,34.12105725,34.41905775,220764301,3573654016.69,,,baostock
601899,2025-01-17,34.71705825,34.92991575,34.312629,34.63191525,168269157,2741904813.7,,,baostock
601899,2025-01-20,34.58934375,34.88734425,34.20620025,34.67448675,144611527,2346499184.22,,,baostock
601899,2025-01-21,34.6957725,34.88734425,34.3552005,34.58934375,109108876,1775020124.09,,,baostock
601899,2025-01-22,34.823487,34.88734425,34.16362875,34.482915,128315220,2077766555.01,,,baostock
601899,2025-01-23,34.46162925,34.823487,33.7591995,33.801771,180804250,2905923917.01,,,baostock
601899,2025-01-24,34.07848575,34.312629,33.65277075,34.0997715,137656329,2200932989.75,,,baostock
601899,2025-01-27,34.0572,34.71705825,33.9294855,34.568058,154794284,2507171802.98,,,baostock
601899,2025-02-05,35.31305925,35.61105975,34.71705825,35.05763025,206140590,3391610270.76,,,baostock
601899,2025-02-06,35.2917735,35.2917735,34.29134325,34.71705825,200162692,3258744766.32,,,baostock
601899,2025-02-07,34.80220125,35.4620595,34.397772,35.3769165,216552808,3565663120.9,,,baostock
601899,2025-02-10,35.78134575,36.3134895,35.6323455,35.90906025,221206459,3733076553.09,,,baostock
601899,2025-02-11,36.270918,37.4203485,36.015489,36.781776,292526186,5070661924.86,,,baostock
601899,2025-02-12,36.24963225,36.441204,35.90906025,36.1432035,158201006,2685571781.77,,,baostock
601899,2025-02-13,36.356061,36.61149,36.1432035,36.20706075,127292194,2173308263.88,,,baostock
601899,2025-02-14,36.50506125,36.9094905,36.20706075,36.526347,115526968,1979857332.68,,,baostock
601899,2025-02-17,35.56848825,35.56848825,34.92991575,35.1214875,238543986,3938646125.38,,,baostock
601899,2025-02-18,34.92991575,35.31305925,34.71705825,34.92991575,144998347,2385640199.61,,,baostock
601899,2025-02-19,35.14277325,35.35563075,34.67448675,34.80220125,156681707,2572213147.03,,,baostock
601899,2025-02-20,34.8660585,35.078916,34.312629,34.993773,130081857,2124966942.89,,,baostock
601899,2025-02-21,35.078916,35.249202,34.33391475,34.46162925,206161074,3357537473.48,,,baostock
601899,2025-02-24,34.03591425,34.5254865,33.631485,34.227486,173586045,2779918367.7,,,baostock
601899,2025-02-25,34.1849145,34.33391475,33.52505625,33.5889135,155863280,2486448005.02,,,baostock
601899,2025-02-26,33.69534225,34.24877175,33.376056,33.7591995,157544107,2498948793.57,,,baostock
601899,2025-02-27,33.78048525,33.78048525,33.22705575,33.52505625,136307172,2143446761.83,,,baostock
601899,2025-02-28,33.22705575,33.35477025,32.67362625,32.67362625,179374561,2776454070.34,,,baostock
601899,2025-03-03,32.950341,33.7591995,32.88648375,33.290913,146170042,2290750530.1,,,baostock
601899,2025-03-04,33.39734175,34.1849145,33.20577,33.90819975,152935515,2423804478.1,,,baostock
601899,2025-03-05,33.90819975,34.24877175,33.65277075,34.07848575,123758172,1976188829.22,,,baostock
601899,2025-03-06,34.58934375,35.10020175,34.46162925,34.6957725,178208236,2906467183.43,,,baostock
601899,2025-03-07,34.75962975,35.65363125,34.482915,34.97248725,193234059,3190133931.03,,,baostock
601899,2025-03-10,35.1214875,35.52591675,34.71705825,35.44077375,163158330,2696257981.08,,,baostock
601899,2025-03-11,34.653201,35.078916,34.2700575,35.078916,180000551,2928916870.27,,,baostock
601899,2025-03-12,35.22791625,35.589774,34.653201,35.52591675,162398213,2687231258.74,,,baostock
601899,2025-03-13,35.930346,36.356061,35.6323455,36.100632,209768213,3559737980.86,,,baostock
601899,2025-03-14,37.01591925,37.52677725,36.5689185,37.207491,298981573,5219104860.06,,,baostock
