datetime,cash,now_account_value,SH600276.amount,SH600276.price,SH600276.weight,SH600276.count_day
2026-04-17,3000000.0,3000000.0,,,,
2026-04-20,1052321.3575143814,2999372.2654123306,34700.0,56.11097717285156,0.6491528011879791,1.0
2026-04-21,1052321.3575143814,2978982.5208444595,34700.0,55.52337646484375,0.6467514159109341,2.0
2026-04-22,1052321.3575143814,2968269.287659645,34700.0,55.214637756347656,0.6454764525950095,3.0
2026-04-23,1052321.3575143814,3001445.8413858414,34700.0,56.17073440551758,0.6493951871447067,4.0
2026-04-24,1052321.3575143814,2989350.135972023,34700.0,55.8221549987793,0.6479765468583336,5.0
2026-04-27,1643254.0477205277,2972486.6683412553,24100.0,55.15488052368164,0.44717866518220006,6.0
2026-04-28,1643254.0477205277,2959525.600378609,24100.0,54.6170768737793,0.4447576167240087,7.0
2026-04-29,1643254.0477205277,2963125.83574543,24100.0,54.76646423339844,0.4454322432421652,8.0
2026-04-30,1643254.0477205277,2936483.5791994096,24100.0,53.66097640991211,0.4404007366632244,9.0
2026-05-06,2056589.5061820985,2932546.223101044,16400.0,53.41199493408203,0.29870175958988227,10.0
2026-05-07,2056589.5061820985,2933362.8948539738,16400.0,53.4617919921875,0.29889700664381036,11.0
2026-05-08,2056589.5061820985,2918989.5595878605,16400.0,52.58536911010742,0.2954447200994875,12.0
2026-05-11,2187855.7338232044,2928759.658765221,13900.0,53.30244064331055,0.25297532446017956,13.0
2026-05-12,2187855.7338232044,2964614.3138402943,13900.0,55.88191223144531,0.2620099944842047,14.0
2026-05-13,2187855.7338232044,2961153.471326256,13900.0,55.632930755615234,0.2611474700623009,15.0
2026-05-14,2187855.7338232044,2939834.4714635853,13900.0,54.09918975830078,0.2557894823466068,16.0
2026-05-15,2187855.7338232044,2935266.1105627064,13900.0,53.770530700683594,0.25463121522437343,17.0
2026-05-18,1175039.3812757495,2887752.821217156,32800.0,52.21687316894531,0.5930955819201715,18.0
2026-05-19,1175039.3812757495,2860312.800465203,32800.0,51.380287170410156,0.5891919998803485,19.0
2026-05-20,1175039.3812757495,2839406.1537366873,32800.0,50.742889404296875,0.5861672062204324,20.0
2026-05-21,1175039.3812757495,2855739.4636732107,32800.0,51.2408561706543,0.5885341095632202,21.0
2026-05-22,1175039.3812757495,2823726.1061292654,32800.0,50.26483917236328,0.5838692078792013,22.0
2026-05-25,1816582.1712862018,2796240.639532662,19900.0,49.229068756103516,0.35034841222041285,23.0
2026-05-26,1816582.1712862018,2791682.2471986776,19900.0,49.000003814697266,0.349287630027,24.0
2026-05-27,1816582.1712862018,2818945.150030709,19900.0,50.369998931884766,0.355580873481553,25.0
2026-05-28,1816582.1712862018,2771782.171286202,19900.0,48.0,0.3446158251161398,26.0
2026-05-29,1816582.1712862018,2815363.143957711,19900.0,50.189998626708984,0.3547609745531681,27.0
2026-06-01,1695753.7880189898,2792244.7471864703,22300.0,49.16999816894531,0.3926915648323199,28.0
2026-06-02,1695753.7880189898,2775073.8220460895,22300.0,48.400001525878906,0.3889338097792679,29.0
2026-06-03,1695753.7880189898,2748313.8050325396,22300.0,47.20000076293945,0.38298392821306215,30.0
2026-06-04,1695753.7880189898,2735602.8118379596,22300.0,46.630001068115234,0.38011695971328896,31.0
2026-06-05,1695753.7880189898,2745637.8288515094,22300.0,47.08000183105469,0.38238256692131983,32.0
2026-06-08,1639805.82985096,2719395.797578621,23500.0,45.939998626708984,0.396996262437759,33.0
2026-06-09,1639805.82985096,2729735.854951668,23500.0,46.380001068115234,0.3992804003814523,34.0
2026-06-10,1639805.82985096,2744540.7904069903,23500.0,47.0099983215332,0.4025208750467171,35.0
2026-06-11,1639805.82985096,2743835.819093514,23500.0,46.97999954223633,0.4023673652628728,36.0
2026-06-12,1639805.82985096,2779320.86929493,23500.0,48.4900016784668,0.4099976551944673,37.0
2026-06-15,1939683.3293493274,2768007.347827721,17300.0,47.880001068115234,0.29924921230012136,38.0
2026-06-16,1939683.3293493274,2758838.3029516223,17300.0,47.349998474121094,0.29692025542993894,39.0
2026-06-17,1939683.3293493274,2752610.358386803,17300.0,46.9900016784668,0.2953294957132619,40.0
2026-06-18,1939683.3293493274,2777349.2976720813,17300.0,48.41999816894531,0.3016062722196552,41.0
2026-06-22,1939683.3293493274,2793611.3399084094,17300.0,49.36000061035156,0.30567172976434104,42.0
2026-06-23,1939683.3293493274,2787037.321430016,17300.0,48.97999954223633,0.3040339594899702,43.0
2026-06-24,1939683.3293493274,2809008.3293493274,17300.0,50.25,0.3094775444120412,44.0
2026-06-25,1939683.3293493274,2805375.3451879504,17300.0,50.040000915527344,0.3085833121487794,45.0
2026-06-26,1939683.3293493274,2781674.2976720813,17300.0,48.66999816894531,0.30269214804457756,46.0
2026-06-29,1120807.123893738,2920427.1342697144,34000.0,52.93000030517578,0.616218083053112,47.0
2026-06-30,1120807.123893738,2890167.1550216675,34000.0,52.040000915527344,0.6121998957927625,48.0
2026-07-01,1285711.3978439334,2942135.3602462774,30800.0,53.779998779296875,0.5630005963640263,49.0
