start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
1000000.0,1035654.5315338136,0.03565453153381348,0.16141041523341215,-0.055089458492019405,1.1211366166969694,0.15069514832957698,2.0219268502050975,0.001915467970020091,59
