datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2026-04-03,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0
2026-04-07,999752.4809082032,4.658318175643217e-17,495038.18359375,0.49503818359375,247.51909179687502,0.00024751909179687503,495038.18359375,504714.2973144531,0.0
2026-04-08,1054575.5766113282,0.05483666882558987,495038.18359375,0.0,247.51909179687502,0.0,549861.279296875,504714.2973144531,0.0
2026-04-09,1058474.9906738282,0.0036976146129137585,495038.18359375,0.0,247.51909179687502,0.0,553760.693359375,504714.2973144531,0.0
2026-04-10,1091739.5902832032,0.03142691126617801,495038.18359375,0.0,247.51909179687502,0.0,587025.29296875,504714.2973144531,0.0
2026-04-13,1093863.599987793,0.0024519175566909772,863602.0263671875,0.3375931825260913,800.3648559570313,0.0005063897737891369,221138.3056640625,872725.2943237305,0.0
2026-04-14,1104351.1854370118,0.009587653752566394,863602.0263671875,0.0,800.3648559570313,0.0,231625.89111328125,872725.2943237305,0.0
2026-04-15,1106442.7076538086,0.0018938923092378641,863602.0263671875,0.0,800.3648559570313,0.0,233717.41333007812,872725.2943237305,0.0
2026-04-16,1115321.1988647461,0.008024356931923007,863602.0263671875,0.0,800.3648559570313,0.0,242595.90454101562,872725.2943237305,0.0
2026-04-17,1127723.5365112305,0.011119969439394108,863602.0263671875,0.0,800.3648559570313,0.0,254998.2421875,872725.2943237305,0.0
2026-04-20,1127338.984881592,-0.00026571414882077456,1033401.0864257812,0.1505679845823656,885.2643859863282,7.528399229118282e-05,424497.6501464844,702841.3347351075,0.0
2026-04-21,1134760.1884948732,0.006582938861163151,1033401.0864257812,0.0,885.2643859863282,0.0,431918.8537597656,702841.3347351075,0.0
2026-04-22,1145627.345477295,0.009576611069547557,1033401.0864257812,0.0,885.2643859863282,0.0,442786.0107421875,702841.3347351075,0.0
2026-04-23,1150811.2138854982,0.004524916787878701,1033401.0864257812,0.0,885.2643859863282,0.0,447969.8791503906,702841.3347351075,0.0
2026-04-24,1145812.129412842,-0.004343965728121278,1033401.0864257812,0.0,885.2643859863282,0.0,442970.7946777344,702841.3347351075,0.0
2026-04-27,1130849.8186218264,-0.013058258336541511,1033401.0864257812,0.0,885.2643859863282,0.0,428008.48388671875,702841.3347351075,0.0
2026-04-28,1114853.7553894045,-0.014145170268423773,1033401.0864257812,0.0,885.2643859863282,0.0,412012.4206542969,702841.3347351075,0.0
