start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
1000000.0,1306805.9176696776,0.3068059176696776,2.1358786065522954,-0.058528799494390604,4.4362300867464395,0.26745929668799767,1.4959512734060516,0.0014330947695065665,59
