run_name,ticker,signals,win_rate,avg_stock_return,avg_position,high_exposure_cases,high_exposure_win_rate
300308_weekly_2026q2,300308,13,0.7692307692307693,0.061883262814121036,0.39,2,0.0
gree_weekly_2025q4_range,000651,13,0.6923076923076923,0.001000913229094586,0.15307692307692308,0,
iflytek_weekly_2025q4_range,002230,13,0.38461538461538464,-0.008235240178394712,0.08461538461538462,0,
moutai_weekly_2026q2,600519,13,0.38461538461538464,-0.01376398559347353,0.13499999999999998,1,0.0
