start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3045181.311384201,3124865.8618427278,0.026167423975916204,0.1126130186991543,-0.03359230884740416,1.8603113082498897,0.09847812786088281,0.0017549492731054883,0.024412474702810716,0.11057188781035009,0.2807647028730143,1.1705033506330393,3.352345300548058,2.8841132041995685,0.0024104294344580854,61,SH000300
