start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2755302.9002319337,-0.0815656999226888,-0.2963669553648023,-0.08604349138577005,-2.864639505391972,0.11485283963281341,0.09564823755891072,-0.17721393748159953,-0.299873594324412,0.00764913663201278,-3.214884234567634,-3.4443855147167555,3.7897650897284727,0.0037864043600144394,61,SH000300
