datetime,cash,now_account_value,SH600276.amount,SH600276.price,SH600276.weight,SH600276.count_day
2026-04-17,3000000.0,3000000.0,,,,
2026-04-20,2707.7951374053955,2999033.976167679,53400.0,56.11097717285156,0.9990971108833967,1.0
2026-04-21,2707.7951374053955,2967656.0983600616,53400.0,55.52337646484375,0.9990875643781968,2.0
2026-04-22,2707.7951374053955,2951169.4513263702,53400.0,55.214637756347656,0.9990824670754882,3.0
2026-04-23,2707.7951374053955,3002225.012392044,53400.0,56.17073440551758,0.9990980705555951,4.0
2026-04-24,2707.7951374053955,2983610.87207222,53400.0,55.8221549987793,0.9990924436015596,5.0
2026-04-27,2707.7951374053955,2947978.415102005,53400.0,55.15488052368164,0.9990814738929112,6.0
2026-04-28,2707.7951374053955,2919259.70019722,53400.0,54.6170768737793,0.9990724377357648,7.0
2026-04-29,2707.7951374053955,2927236.985200882,53400.0,54.76646423339844,0.9990749655217206,8.0
2026-04-30,2707.7951374053955,2868203.935426712,53400.0,53.66097640991211,0.999055926566462,9.0
2026-05-06,2707.7951374053955,2854908.324617386,53400.0,53.41199493408203,0.9990515299163701,10.0
2026-05-07,2707.7951374053955,2857567.487520218,53400.0,53.4617919921875,0.9990524125329564,11.0
2026-05-08,2707.7951374053955,2810766.5056171417,53400.0,52.58536911010742,0.9990366346219104,12.0
2026-05-11,2707.7951374053955,2849058.1254901886,53400.0,53.30244064331055,0.9990495823468187,13.0
2026-05-12,2707.7951374053955,2986801.908296585,53400.0,55.88191223144531,0.9990934132156928,14.0
2026-05-13,2707.7951374053955,2973506.297487259,53400.0,55.632930755615234,0.9990893595417324,15.0
2026-05-14,2707.7951374053955,2891604.528230667,53400.0,54.09918975830078,0.999063566573171,16.0
2026-05-15,2707.7951374053955,2874054.1345539093,53400.0,53.770530700683594,0.9990578482482809,17.0
2026-05-18,2707.7951374053955,2791088.822359085,53400.0,52.21687316894531,0.9990298427209792,18.0
2026-05-19,2707.7951374053955,2746415.1300373077,53400.0,51.380287170410156,0.9990140619647079,19.0
2026-05-20,2707.7951374053955,2712378.0893268585,53400.0,50.742889404296875,0.999001689643468,20.0
2026-05-21,2707.7951374053955,2738969.514650345,53400.0,51.2408561706543,0.9990113817905159,21.0
2026-05-22,2707.7951374053955,2686850.2069416046,53400.0,50.26483917236328,0.9989922046527158,22.0
2026-05-25,2707.7951374053955,2631540.066713333,53400.0,49.229068756103516,0.9989710226450068,23.0
2026-05-26,2707.7951374053955,2619307.9988422394,53400.0,49.000003814697266,0.9989662173602332,24.0
2026-05-27,2707.7951374053955,2692465.738100052,53400.0,50.369998931884766,0.9989943065573358,25.0
2026-05-28,2707.7951374053955,2565907.7951374054,53400.0,48.0,0.998944702867914,26.0
2026-05-29,2707.7951374053955,2682853.721803665,53400.0,50.189998626708984,0.9989907034008604,27.0
2026-06-01,2707.7951374053955,2628385.697359085,53400.0,49.16999816894531,0.9989697877521834,28.0
2026-06-02,2707.7951374053955,2587267.876619339,53400.0,48.400001525878906,0.9989534152370246,29.0
2026-06-03,2707.7951374053955,2523187.835878372,53400.0,47.20000076293945,0.9989268356882107,30.0
2026-06-04,2707.7951374053955,2492749.852174759,53400.0,46.630001068115234,0.9989137317027447,31.0
2026-06-05,2707.7951374053955,2516779.8929157257,53400.0,47.08000183105469,0.9989241033174863,32.0
2026-06-08,2707.7951374053955,2455903.721803665,53400.0,45.939998626708984,0.9988974343279969,33.0
2026-06-09,2707.7951374053955,2479399.852174759,53400.0,46.380001068115234,0.9989078828350214,34.0
2026-06-10,2707.7951374053955,2513041.7055072784,53400.0,47.0099983215332,0.9989225029049572,35.0
2026-06-11,2707.7951374053955,2511439.7706928253,53400.0,46.97999954223633,0.9989218156178763,36.0
2026-06-12,2707.7951374053955,2592073.8847675323,53400.0,48.4900016784668,0.9989553557275825,37.0
2026-06-15,2707.7951374053955,2559499.852174759,53400.0,47.880001068115234,0.9989420608346179,38.0
2026-06-16,2707.7951374053955,2531197.713655472,53400.0,47.349998474121094,0.9989302316753854,39.0
2026-06-17,2707.7951374053955,2511973.8847675323,53400.0,46.9900016784668,0.998922044869246,40.0
2026-06-18,2707.7951374053955,2588335.697359085,53400.0,48.41999816894531,0.9989538470067201,41.0
2026-06-22,2707.7951374053955,2638531.827730179,53400.0,49.36000061035156,0.9989737492991567,42.0
2026-06-23,2707.7951374053955,2618239.7706928253,53400.0,48.97999954223633,0.9989657955823165,43.0
2026-06-24,2707.7951374053955,2686057.7951374054,53400.0,50.25,0.9989919073438005,44.0
2026-06-25,2707.7951374053955,2674843.8440265656,53400.0,50.040000915527344,0.9989876810403522,45.0
2026-06-26,2707.7951374053955,2601685.697359085,53400.0,48.66999816894531,0.9989592151195842,46.0
2026-06-29,2707.7951374053955,2829169.811433792,53400.0,52.93000030517578,0.9990429011625735,47.0
2026-06-30,2707.7951374053955,2781643.8440265656,53400.0,52.040000915527344,0.9990265485844925,48.0
2026-07-01,2707.7951374053955,2874559.7299518585,53400.0,53.779998779296875,0.9990580139597758,49.0
