start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2874559.7299518585,-0.04181342334938054,-0.19367817398510312,-0.18197213344548535,-0.38409080783126937,0.37629759423223186,0.048704173304583875,-0.09051759665396442,-0.27866522286423223,0.3137898462829621,-1.0211114426756658,-1.0643287536282287,0.99859810256958,0.00049929905128479,50,SH000300
