start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2508597.6630065916,-0.16380077899780277,-0.5224155801960808,-0.18461370920625764,-3.3006234394289637,0.2159930235004965,0.09564823755891072,-0.2594490165567135,-0.5621475011655096,0.08666842969808305,-3.9638561384318285,-2.829776739995066,0.9984085815429687,0.0004992042907714844,61,SH000300
