Symbol,title,content,time,source,url,_audit_time,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
600519,贵州茅台：拟实施2025年度权益分派 股权登记日为6月25日,人民财讯6月21日电，贵州茅台(600519)6月21日公告，公司拟实施2025年度权益分派，每股派发现金红利28.02423元(含税)，共计派发现金红利350.33亿元，股权登记日为2026年6月25日，除权(息)日及现金红利发放日为2026年6月26日。,2026-06-21 18:05:00,证券时报网,http://finance.eastmoney.com/a/202606213777040165.html,2026-06-21 18:05:00,,,,,,,,,,agent_preflight
600519,每10股派280.24元，贵州茅台今日分红,贵州茅台(600519.SH)6月21日发布2025年年度权益分派实施公告，宣布以总股本扣除回购专用账户后的1250081601股为基数，每股派发现金红利28.02423元（含税，每10股派280.24元），合计派发现金红利约350.33亿元。,2026-06-26 09:17:00,21世纪经济报道,http://finance.eastmoney.com/a/202606263783940510.html,2026-06-26 09:17:00,,,,,,,,,,agent_preflight
