Symbol,title,content,time,source,url,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
002415,52股受融资客青睐，净买入超亿元,电子 300395 菲利华 -4.04 12491.33 396753.40 6.51 国防军工 002230 科大讯飞 -0.98 11652.76 608820.41 6.89 计算机 002384 东山精密 3.11 11491.38 1169276.87 3.88 电子 002415,2026-06-15 09:21:00,证券时报网,http://finance.eastmoney.com/a/202606153770864658.html,,,,,,,,,,agent_preflight
002415,光纤概念涨6.47%，主力资金净流入这些股,002829 星网宇达 1.84 4.60 -658.12 -4.94 603155 新亚强 -1.24 7.90 -718.56 -1.31 300079 数码视讯 0.64 2.44 -724.99 -4.93 600500 中化国际 3.91 15.03 -936.09 -0.22 002415,2026-06-15 16:25:00,证券时报网,http://finance.eastmoney.com/a/202606153771576563.html,,,,,,,,,,agent_preflight
002415,独家｜海康威视7月1日上调硬盘价，知情人士：原厂三季度硬盘成本涨幅超50%,蓝鲸新闻6月16日讯（记者翟智超）蓝鲸科技记者从知情人士处独家获悉，海康威视（002415.SZ）近日已向经销商下发硬盘调价函，自今年7月1日起，公司硬盘产品价格将进行同步上调。,2026-06-16 11:59:55,蓝鲸财经,http://finance.eastmoney.com/a/202606163772821547.html,,,,,,,,,,agent_preflight
002415,【盘中播报】106只个股突破半年线,7.31 12.52 13.31 6.28 300482 万孚生物 7.02 7.57 19.23 20.27 5.43 603803 瑞斯康达 9.98 7.66 12.64 13.33 5.42 688005 容百科技 5.49 3.66 31.94 33.61 5.23 002415,2026-06-16 14:12:00,证券时报网,http://finance.eastmoney.com/a/202606163772938818.html,,,,,,,,,,agent_preflight
002415,海康威视证券部工作人员：“公司硬盘产品将涨价”消息属实,红星资本局6月16日消息，有消息称，海康威视（002415.SZ）已向经销商下发硬盘调价函：自今年7月1日起，公司硬盘产品的价格将进行上调。今日，红星资本局以投资者身份致电海康威视证券部，其工作人员确认这一消息属实，但并未透露具体涨幅。,2026-06-16 14:53:29,红星资本局,http://finance.eastmoney.com/a/202606163772957642.html,,,,,,,,,,agent_preflight
002415,42.99亿主力资金净流入，光纤概念涨3.86%,有研新材 10.01 10.10 69153.31 21.28 000063 中兴通讯 2.10 5.29 53272.25 6.63 688498 源杰科技 9.83 5.17 51959.92 5.34 600498 烽火通信 9.10 12.70 48553.99 4.25 002415,2026-06-16 17:31:00,证券时报网,http://finance.eastmoney.com/a/202606163773146331.html,,,,,,,,,,agent_preflight
002415,海康威视回应硬盘产品7月起上调价格,6月16日，市场传出海康威视(002415)部分产品即将调价通知。对此，公司方面向证券时报记者给出回应。 　　海康威视相关人士表示，近期，受全球AI算力建设和数据存储需求持续增长影响，第三季度部分存储产品成本出现一定幅度上涨。,2026-06-16 21:02:00,证券时报网,http://finance.eastmoney.com/a/202606163773337033.html,,,,,,,,,,agent_preflight
002415,存储芯片概念上涨4.02%，53股主力资金净流入超亿元,688652 京仪装备 5.11 7.52 9814.80 7.21 688809 强一股份 3.31 10.87 9631.28 6.28 301306 西测测试 17.19 16.45 9550.22 6.45 688432 有研硅 2.62 5.52 9146.66 5.13 002415,2026-06-17 17:01:00,证券时报网,http://finance.eastmoney.com/a/202606173774637522.html,,,,,,,,,,agent_preflight
002415,存储芯片概念涨4.04%，主力资金净流入这些股,9.99 10.16 150536.43 31.41 688981 中芯国际 6.94 7.06 137895.28 6.52 002156 通富微电 9.09 13.29 132786.31 9.12 000021 深科技 10.00 12.13 105940.79 11.56 002415,2026-06-24 16:50:00,证券时报网,http://finance.eastmoney.com/a/202606243781460255.html,,,,,,,,,,agent_preflight
002415,87.68亿主力资金净流入，存储芯片概念涨3.12%,19.75 -22179.64 -3.87 600246 万通发展 3.03 10.88 -23431.36 -5.84 300655 晶瑞电材 -1.71 10.76 -23952.12 -11.22 603773 沃格光电 2.76 13.58 -26763.62 -5.22 002415,2026-06-25 16:35:00,证券时报网,http://finance.eastmoney.com/a/202606253783122368.html,,,,,,,,,,agent_preflight
002415,计算机行业资金流入榜：中科曙光、紫光股份等净流入资金居前,206455.67 000938 紫光股份 9.98 5.87 153003.88 000977 浪潮信息 6.35 7.62 144086.27 600589 大位科技 7.90 14.82 44879.53 301396 宏景科技 12.79 10.56 27036.25 002415,2026-06-30 16:31:00,证券时报网,http://finance.eastmoney.com/a/202606303788356229.html,,,,,,,,,,agent_preflight
002415,近五年分拆：海康机器人IPO独立性仍存疑,其中，萤石网络（688475.SH）涨4.35%，报27.35元/股，市值约215亿元；凤凰光学（600071.SH）涨2.51%，报17.13元/股，市值48.23亿元；海康威视（002415.SZ）涨3.67%，报34.2元/股，市值约3134亿元。,2026-06-30 18:52:00,财中社,http://finance.eastmoney.com/a/202606303788495886.html,,,,,,,,,,agent_preflight
