Symbol,title,content,time,source,url,_audit_time,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
600276,恒瑞医药(600276.SH)：子公司获肠外营养注射液药品注册批准,2026年5月19日，恒瑞医药(600276.SH)公告称，公司子公司福建盛迪医药有限公司收到国家药品监督管理局批准，ω-3甘油三酯（2%）中/长链脂肪乳/氨基酸（16）/葡萄糖（30%）注射液获准上市。该药品为化学药品3类，视同通过仿制药质量和疗效一致性评价。,2026-05-19 17:58:30,界面新闻,http://finance.eastmoney.com/a/202605193742100587.html,2026-05-19 17:58:30,,,,,,,,,,agent_preflight
