Symbol,title,content,time,source,url,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
002415,海康威视：一季度净利润同比增长36.42%,海康威视(002415.SZ)公告称，2026年第一季度实现营业收入207.15亿元，同比增长11.78%；归属于上市公司股东的净利润为27.81亿元，同比增长36.42%。业绩变动主要系收入同比增长、毛利率同比上升所致。,2026-04-17 21:22:28,财联社,http://finance.eastmoney.com/a/202604173709296679.html,,,,,,,,,,agent_preflight
002415,海康威视：一季度净利润同比增长36.42%,每经AI快讯，4月17日，海康威视(002415.SZ)公告称，2026年第一季度实现营业收入207.15亿元，同比增长11.78%；归属于上市公司股东的净利润为27.81亿元，同比增长36.42%。业绩变动主要系收入同比增长、毛利率同比上升所致。,2026-04-17 21:25:31,每日经济新闻,http://finance.eastmoney.com/a/202604173709295565.html,,,,,,,,,,agent_preflight
002415,海康威视：一季度净利润27.81亿元 同比增长36.42%,人民财讯4月17日电，海康威视(002415)4月17日披露一季报，公司2026年一季度实现营业收入207.15亿元，同比增长11.78%；净利润27.81亿元，同比增长36.42%。报告期内，公司收入同比增长、毛利率同比上升。,2026-04-17 21:33:00,人民财讯,http://finance.eastmoney.com/a/202604173709304149.html,,,,,,,,,,agent_preflight
002415,海康威视：2025年净利润同比增长18.52% 拟10派7.5元,人民财讯4月17日电，海康威视(002415)4月17日披露年报，2025年实现营业收入925.08亿元，同比增长0.01%；归母净利润141.95亿元，同比增长18.52%；基本每股收益1.546元。公司拟每10股派发现金红利7.5元(含税)。,2026-04-17 21:36:00,人民财讯,http://finance.eastmoney.com/a/202604173709306552.html,,,,,,,,,,agent_preflight
002415,海康威视：一季度归母净利润同比提升36.42%,4月17日，海康威视(002415.SZ)发布公告显示，公司2026年第一季度营收达到207.15亿元，较上年同期增长11.78%；归属于上市公司股东的净利润为27.81亿元，同比增幅36.42%。公告指出，业绩变动主要系收入同比增长、毛利率同比上升所致。（央广财经）,2026-04-17 22:08:39,央广财经,http://finance.eastmoney.com/a/202604173709331948.html,,,,,,,,,,agent_preflight
002415,单季净利增速“5连涨” 海康威视释放啥信号,近日，海康威视(002415)披露2026年一季度报告。公司凭借稳健的经营，交出了一份不俗的成绩单。,2026-04-27 16:01:00,证券时报网,http://finance.eastmoney.com/a/202604273720115820.html,,,,,,,,,,agent_preflight
002415,118家公司获海外机构调研,伟星股份 1 10.12 5.31 纺织服饰 300502 新易盛 9 538.00 4.93 通信 603883 老百姓 3 14.01 4.87 医药生物 300866 安克创新 44 121.90 4.76 电子 603939 益丰药房 3 23.50 4.63 医药生物 002415,2026-04-27 16:21:00,证券时报网,http://finance.eastmoney.com/a/202604273720145329.html,,,,,,,,,,agent_preflight
002415,计算机行业4月27日资金流向日报,计算机行业资金流入榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 300454 深信服 6.43 7.44 31369.15 603019 中科曙光 1.60 5.26 16172.18 002415 海康威视 1.10 0.55 15188.49 002230,2026-04-27 17:55:00,证券时报网,http://finance.eastmoney.com/a/202604273720877813.html,,,,,,,,,,agent_preflight
002415,海康威视：全面拥抱AI大模型 深耕场景数字化,伴随着AI大模型、数字技术等快速发展，智能物联龙头企业海康威视(002415)，正在将生产一线的真实状况转化为可识别、可分析、可管理的数据，进而驱动更高效的、更智能的决策。 　　虽然很多人对此感受不深，但实际上这样的改变正在各行各业发生。,2026-04-27 20:22:00,证券时报网,http://finance.eastmoney.com/a/202604273720578444.html,,,,,,,,,,agent_preflight
002415,主力动向：4月28日特大单净流出383.83亿元,1.74 3.18 电子 300666 江丰电子 179.37 6.93 3.18 电子 600770 综艺股份 7.66 10.06 3.17 综合 600227 赤天化 4.05 10.05 3.16 基础化工 301261 恒工精密 89.76 20.00 3.04 机械设备 002415,2026-04-28 17:20:00,证券时报网,http://finance.eastmoney.com/a/202604283722382118.html,,,,,,,,,,agent_preflight
002415,146家公司获海外机构调研,002557 洽洽食品 6 22.74 3.84 食品饮料 688676 金盘科技 8 88.51 3.79 电力设备 300866 安克创新 44 118.69 3.61 电子 000880 潍柴重机 1 28.92 3.58 汽车 002212 天融信 1 7.81 3.58 计算机 002415,2026-04-28 17:20:00,证券时报网,http://finance.eastmoney.com/a/202604283722386121.html,,,,,,,,,,agent_preflight
002415,海外机构调研股名单 安克创新最受关注,贝达药业 1 48.17 5.40 医药生物 688120 华海清科 5 193.20 5.29 电子 301377 鼎泰高科 26 228.00 5.15 机械设备 301498 乖宝宠物 9 56.10 5.02 农林牧渔 600361 创新新材 2 4.50 4.90 有色金属 002415,2026-04-29 18:18:00,证券时报网,http://finance.eastmoney.com/a/202604293724706544.html,,,,,,,,,,agent_preflight
002415,8.28亿主力资金净流入，足球概念涨2.12%,（数据宝） 　　足球概念资金流入榜 　　 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 主力资金净流入比率（%） 002415 海康威视 4.25 1.30 33626.52 7.96 600158 中体产业 10.03 7.03 24127.57 30.31,2026-04-30 16:58:00,证券时报网,http://stock.eastmoney.com/a/202604303726579070.html,,,,,,,,,,agent_preflight
002415,存储芯片概念涨2.12%，主力资金净流入95股,通富微电 4.59 8.70 42642.37 6.25 300661 圣邦股份 4.48 6.21 41988.42 12.51 600246 万通发展 10.05 8.67 37357.67 20.61 688037 芯源微 13.22 8.31 36268.81 10.09 002415,2026-04-30 16:58:00,证券时报网,http://stock.eastmoney.com/a/202604303726578963.html,,,,,,,,,,agent_preflight
002415,百亿私募一季度新进101股、增持20股 高毅、重阳、宁泉有何调仓动作？,其中，计算机行业的海康威视（002415）成为最受百亿私募追捧的标的，高毅资产与重阳战略合计持有2.54亿股，市值达77.13亿元。成为百亿私募第一大重仓股。其中，重阳战略为一季度新进，持股5356.55万股，市值16.29亿元。,2026-05-06 10:07:00,澎湃新闻,http://finance.eastmoney.com/a/202605063728332280.html,,,,,,,,,,agent_preflight
