Symbol,title,content,time,source,url,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
002415,115.55亿元资金今日流出计算机股,36896.31 300017 网宿科技 -3.73 6.42 -35680.59 600589 大位科技 -9.98 9.23 -35489.36 300209 行云科技 -11.76 17.86 -33475.58 002421 达实智能 -3.13 43.85 -31758.61 002415,2026-05-26 17:04:00,证券时报网,http://finance.eastmoney.com/a/202605263749763477.html,,,,,,,,,,agent_preflight
002415,计算机行业5月27日资金流向日报,27742.69 300166 东方国信 -4.02 11.15 -27208.58 300803 指南针 -3.64 3.41 -20784.96 000034 神州数码 -7.14 6.60 -20699.60 688158 优刻得-W -3.41 6.78 -19227.34 002415,2026-05-27 16:46:00,证券时报网,http://finance.eastmoney.com/a/202605273751349637.html,,,,,,,,,,agent_preflight
002415,37.44亿元主力资金今日撤离计算机板块,300766 每日互动 2.43 7.42 2731.99 603660 苏州科达 -2.17 7.01 2668.69 600588 用友网络 2.14 1.56 2469.97 　　计算机行业资金流出榜 　　 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 002415,2026-05-28 17:25:00,证券时报网,http://finance.eastmoney.com/a/202605283752871757.html,,,,,,,,,,agent_preflight
002415,解密主力资金出逃股 连续5日净流出722股,11.42 -14.75 688017 绿的谐波 5 18.66 7.45 -5.63 600879 航天电子 8 15.47 7.77 -11.29 603881 数据港 7 14.52 11.62 -13.11 300102 乾照光电 14 14.50 7.72 -21.47 002415,2026-05-28 17:25:00,证券时报网,http://finance.eastmoney.com/a/202605283752871893.html,,,,,,,,,,agent_preflight
002415,光纤概念上涨3.34%，23股主力资金净流入超亿元,5.66 7.42 -13476.32 -2.52 600498 烽火通信 1.00 5.80 -24381.16 -6.66 000725 京东方A -0.70 9.04 -28241.00 -1.52 688167 炬光科技 2.83 6.90 -32362.54 -11.68 002415,2026-05-28 17:25:00,证券时报网,http://finance.eastmoney.com/a/202605283752865754.html,,,,,,,,,,agent_preflight
002415,4股今日获机构买入评级,机构今日买入型评级记录 代码 简称 机构名称 最新评级 上次评级 预测目标价（元） 最新收盘价（元） 600186 莲花控股 国盛证券 买入 未评级 10.95 002317 众生药业 华鑫证券 买入 买入 22.80 002415 海康威视 中信建投 买入 买入 30.76 002832,2026-05-28 17:47:00,证券时报网,http://finance.eastmoney.com/a/202605283752883718.html,,,,,,,,,,agent_preflight
002415,解密主力资金出逃股 连续5日净流出784股,7.31 -8.66 600989 宝丰能源 9 20.51 11.35 -17.89 600879 航天电子 9 20.29 8.93 -17.19 000592 平潭发展 12 20.00 10.02 -30.47 601689 拓普集团 6 16.97 7.99 -13.48 002415,2026-05-29 17:16:00,证券时报网,http://finance.eastmoney.com/a/202605293754528439.html,,,,,,,,,,agent_preflight
002415,计算机行业今日涨1.99%，主力资金净流入56.79亿元,同有科技 2.90 10.26 11929.89 688227 品高股份 5.37 6.56 10596.62 　　计算机行业资金流出榜 　　 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 603019 中科曙光 -2.78 2.76 -25652.22 002415,2026-06-01 17:32:00,证券时报网,http://finance.eastmoney.com/a/202606013756128920.html,,,,,,,,,,agent_preflight
002415,解密主力资金出逃股 连续5日净流出650股,9.81 -11.07 603501 豪威集团 5 23.25 12.83 -15.34 301396 宏景科技 6 22.62 14.77 -23.91 600030 中信证券 5 22.26 8.09 -1.99 600879 航天电子 10 21.67 8.93 -18.51 002415,2026-06-01 17:32:00,证券时报网,http://finance.eastmoney.com/a/202606013756128294.html,,,,,,,,,,agent_preflight
002415,光纤概念下跌3.41%，主力资金净流出64股,25996.99 688400 凌云光 -9.44 5.29 -25243.61 600498 烽火通信 -8.36 5.43 -23842.96 603688 石英股份 -8.61 5.33 -23717.34 688195 腾景科技 -5.64 4.35 -23681.70 002415,2026-06-01 17:32:00,证券时报网,http://finance.eastmoney.com/a/202606013756126669.html,,,,,,,,,,agent_preflight
002415,存储芯片概念下跌2.72%，主力资金净流出145股,29140.24 300316 晶盛机电 -6.24 3.27 -29067.83 603688 石英股份 -8.61 5.33 -23717.34 300811 铂科新材 -4.90 5.98 -23229.70 688808 联讯仪器 -5.30 11.52 -23009.81 002415,2026-06-01 17:32:00,证券时报网,http://finance.eastmoney.com/a/202606013756125815.html,,,,,,,,,,agent_preflight
002415,足球概念下跌2.79%，主力资金净流出28股,健盛集团 0.17 1.40 157.47 002659 凯文教育 -2.62 1.85 236.64 002899 英派斯 -4.45 2.92 401.57 300980 祥源新材 -0.18 3.04 617.36 002768 国恩股份 3.02 3.51 1160.54 002415,2026-06-02 16:53:00,证券时报网,http://finance.eastmoney.com/a/202606023757592562.html,,,,,,,,,,agent_preflight
002415,光纤概念上涨2.99%，22股主力资金净流入超亿元,杭电股份 9.89 16.65 17710.04 3.81 301486 致尚科技 8.01 12.75 16135.31 7.21 688498 源杰科技 12.43 6.46 15703.73 1.69 600345 长江通信 9.99 7.27 12174.14 15.94 002415,2026-06-02 17:37:00,证券时报网,http://finance.eastmoney.com/a/202606023757647536.html,,,,,,,,,,agent_preflight
002415,计算机行业今日净流出资金38.50亿元，浪潮信息等15股净流出资金超亿元,24.48 29671.99 300017 网宿科技 1.12 7.55 15630.96 300042 朗科科技 2.72 12.49 12201.67 000066 中国长城 -0.28 5.81 10086.29 301236 软通动力 2.81 10.25 8849.49 002415,2026-06-03 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606033759061717.html,,,,,,,,,,agent_preflight
002415,光纤概念涨3.86%，主力资金净流入64股,中广核技 10.07 5.46 10801.24 27.71 300516 久之洋 20.00 3.58 10653.07 32.34 002132 恒星科技 10.10 4.39 9845.97 31.08 688635 长进光子 10.15 40.39 9472.31 1.97 002415,2026-06-03 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606033759061063.html,,,,,,,,,,agent_preflight
002415,92.02亿主力资金净流入，存储芯片概念涨2.42%,300346 南大光电 3.48 6.45 1839.56 0.83 300480 光力科技 5.98 9.76 1791.90 1.95 688596 正帆科技 4.54 5.71 1720.13 2.59 688981 中芯国际 0.66 3.89 1624.62 0.15 002415,2026-06-04 16:29:00,证券时报网,http://finance.eastmoney.com/a/202606043760440463.html,,,,,,,,,,agent_preflight
002415,今日盘中突破半年线个股,13.11 5.31 33.83 34.50 1.97 002354 天娱数科 9.59 4.71 6.50 6.63 1.96 002449 国星光电 1.90 3.14 8.43 8.58 1.77 300162 雷曼光电 2.51 8.73 8.86 8.99 1.47 002415,2026-06-05 10:58:00,证券时报网,http://finance.eastmoney.com/a/202606053761674910.html,,,,,,,,,,agent_preflight
002415,存储芯片概念涨5.64%，主力资金净流入133股,3.29 000609 *ST中迪 -1.41 4.58 272.17 1.62 002077 大港股份 5.23 5.34 265.05 0.53 688416 恒烁股份 9.43 4.54 255.13 0.60 688729 屹唐股份 8.24 6.59 244.34 0.72 002415,2026-06-09 16:36:00,证券时报网,http://finance.eastmoney.com/a/202606093765150939.html,,,,,,,,,,agent_preflight
002415,32.25亿主力资金净流入，存储芯片概念涨1.94%,聚辰股份 -1.87 3.81 -3290.22 -4.47 301419 阿莱德 -3.50 7.84 -3302.23 -10.97 688766 普冉股份 1.11 4.02 -3418.51 -1.49 300671 富满微 -1.54 5.14 -3597.93 -6.42 002415,2026-06-11 16:52:00,证券时报网,http://finance.eastmoney.com/a/202606113768323977.html,,,,,,,,,,agent_preflight
002415,存储芯片概念下跌1.72%，51股主力资金净流出超亿元,10.94 -2315.18 605178 时空科技 -1.16 2.34 -2170.84 000034 神州数码 0.81 3.02 -1880.19 301379 天山电子 -2.20 10.16 -1791.60 000818 航锦科技 -0.16 4.22 -1601.37 002415,2026-06-12 16:57:00,证券时报网,http://finance.eastmoney.com/a/202606123769971219.html,,,,,,,,,,agent_preflight
002415,52股受融资客青睐，净买入超亿元,电子 300395 菲利华 -4.04 12491.33 396753.40 6.51 国防军工 002230 科大讯飞 -0.98 11652.76 608820.41 6.89 计算机 002384 东山精密 3.11 11491.38 1169276.87 3.88 电子 002415,2026-06-15 09:21:00,证券时报网,http://finance.eastmoney.com/a/202606153770864658.html,,,,,,,,,,agent_preflight
