Symbol,title,content,time,source,url,_audit_time,type,date,announcement_id,adjunct_url,download_url,adjunct_type,adjunct_size_kb,text_excerpt,text_status,CacheSource
600276,恒瑞医药(600276.SH)：HRS-3005片获临床试验批准，拟用于B细胞恶性肿瘤治疗,2026年5月8日，江苏恒瑞医药股份有限公司（600276.SH）发布公告称，公司收到国家药品监督管理局核准签发的HRS-3005片《药物临床试验批准通知书》，同意本品在B细胞恶性肿瘤中开展临床试验。 　　公告显示，HRS-3005片是公司自主研发的创新型抗肿瘤药物，剂型为片剂。,2026-05-08 16:51:47,界面新闻,http://finance.eastmoney.com/a/202605083731528791.html,2026-05-08 16:51:47,,,,,,,,,,agent_preflight
