datetime,cash,now_account_value,SZ300750.amount,SZ300750.price,SZ300750.weight,SZ300750.count_day
2026-04-03,100000.0,100000.0,,,,
2026-04-07,100000.0,100000.0,,,,
2026-04-08,100000.0,100000.0,,,,
2026-04-09,100000.0,100000.0,,,,
2026-04-10,100000.0,100000.0,,,,
2026-04-13,57956.98887786865,99978.98899993897,100.0,420.2200012207031,0.4203083122004361,1.0
2026-04-14,57956.98887786865,100344.98936614991,100.0,423.8800048828125,0.42242269151687506,2.0
2026-04-15,57956.98887786865,100365.98851165772,100.0,424.0899963378906,0.422543535541058,3.0
2026-04-16,57956.98887786865,102663.98961029053,100.0,447.07000732421875,0.4354691542977078,4.0
2026-04-17,57956.98887786865,101685.98973236085,100.0,437.2900085449219,0.43003958529181474,5.0
2026-04-20,57956.98887786865,100515.98851165772,100.0,425.5899963378906,0.4234052737674974,6.0
2026-04-21,57956.98887786865,102025.98912200928,100.0,440.69000244140625,0.431938965976993,7.0
2026-04-22,57956.98887786865,101591.98948822022,100.0,436.3500061035156,0.42951221676204226,8.0
2026-04-23,57956.98887786865,101846.9882675171,100.0,438.8999938964844,0.4309405720900108,9.0
2026-04-24,57956.98887786865,102446.9882675171,100.0,444.8999938964844,0.4342733753526544,10.0
2026-04-27,57956.98887786865,101444.98936614991,100.0,434.8800048828125,0.42868554435269424,11.0
2026-04-28,57956.98887786865,100723.9902206421,100.0,427.6700134277344,0.42459598005489746,12.0
2026-04-29,57956.98887786865,102456.98887786866,100.0,445.0,0.43432859473398283,13.0
2026-04-30,57956.98887786865,101556.98887786866,100.0,436.0,0.42931560379791184,14.0
2026-05-06,57956.98887786865,103956.98887786866,100.0,460.0,0.4424906925117077,15.0
2026-05-07,57956.98887786865,103120.99034271241,100.0,451.6400146484375,0.43797098257828654,16.0
2026-05-08,57956.98887786865,101656.98887786866,100.0,437.0,0.4298769861509616,17.0
2026-05-11,57956.98887786865,102567.98741302491,100.0,446.1099853515625,0.43494076134608045,18.0
2026-05-12,57956.98887786865,101081.98887786866,100.0,431.25,0.42663386898832556,19.0
2026-05-13,57956.98887786865,101361.98765716553,100.0,434.04998779296875,0.42821771536391595,20.0
2026-05-14,57956.98887786865,100656.98887786866,100.0,427.0,0.4242129679818825,21.0
2026-05-15,57956.98887786865,100316.98948822022,100.0,423.6000061035156,0.4222614815940595,22.0
2026-05-18,57956.98887786865,99679.98997650147,100.0,417.2300109863281,0.41856947526247323,23.0
2026-05-19,57956.98887786865,99748.9902206421,100.0,417.9200134277344,0.418971673300458,24.0
2026-05-20,57956.98887786865,99431.98887786866,100.0,414.75,0.41711928392525005,25.0
2026-05-21,57956.98887786865,99119.98936614991,100.0,411.6300048828125,0.4152845531109255,26.0
2026-05-22,57956.98887786865,99072.9892440796,100.0,411.1600036621094,0.4150071647168751,27.0
2026-05-25,57956.98887786865,98244.98936614991,100.0,402.8800048828125,0.41007689805056247,28.0
2026-05-26,57956.98887786865,98206.98887786866,100.0,402.5,0.4098486315475507,29.0
2026-05-27,57956.98887786865,99436.98765716553,100.0,414.79998779296875,0.41714858581908965,30.0
2026-05-28,57956.98887786865,99524.98814544678,100.0,415.67999267578125,0.41766394593114897,31.0
2026-05-29,57956.98887786865,100356.98887786866,100.0,424.0,0.42249175143745576,32.0
2026-06-01,57956.98887786865,99966.98948822022,100.0,420.1000061035156,0.4202387290586747,33.0
2026-06-02,57956.98887786865,101345.99034271241,100.0,433.8900146484375,0.4281274603772597,34.0
2026-06-03,57956.98887786865,100598.9902206421,100.0,426.4200134277344,0.4238810076447829,35.0
2026-06-04,57956.98887786865,98776.99009857178,100.0,408.20001220703125,0.41325415139667576,36.0
2026-06-05,57956.98887786865,98256.98887786866,100.0,403.0,0.41014894167062294,37.0
2026-06-08,57956.98887786865,97258.98777923585,100.0,393.0199890136719,0.40409631848706024,38.0
2026-06-09,57956.98887786865,97906.98887786866,100.0,399.5,0.40804032947877206,39.0
2026-06-10,57956.98887786865,96806.98887786866,100.0,388.5,0.4013140006762633,40.0
2026-06-11,57956.98887786865,96176.99009857178,100.0,382.20001220703125,0.3973923615360748,41.0
2026-06-12,57956.98887786865,97441.98948822022,100.0,394.8500061035156,0.4052154601700216,42.0
2026-06-15,57956.98887786865,97766.98948822022,100.0,398.1000061035156,0.4071926610274545,43.0
2026-06-16,57956.98887786865,98309.98875579835,100.0,403.5299987792969,0.41046693615403,44.0
2026-06-17,57956.98887786865,97856.98887786866,100.0,399.0,0.40773786785732363,45.0
2026-06-18,57956.98887786865,97111.98765716553,100.0,391.54998779296875,0.40319428861373713,46.0
2026-06-22,57956.98887786865,98854.98997650147,100.0,408.9800109863281,0.41371711340372963,47.0
2026-06-23,57956.98887786865,97207.98985443116,100.0,392.510009765625,0.4037836913955409,48.0
2026-06-24,57956.98887786865,97492.98741302491,100.0,395.3599853515625,0.4055265879551282,49.0
2026-06-25,57956.98887786865,98146.9882675171,100.0,401.8999938964844,0.4094878518340618,50.0
2026-06-26,57956.98887786865,96056.98887786866,100.0,381.0,0.39663954122528366,51.0
2026-06-29,57956.98887786865,97192.98741302491,100.0,392.3599853515625,0.40369166109095445,52.0
2026-06-30,57956.98887786865,97257.98985443116,100.0,393.010009765625,0.4040902041609686,53.0
2026-07-01,57956.98887786865,96340.98851165772,100.0,383.8399963378906,0.3984181626820698,54.0
