start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
100000.0,96340.98851165772,-0.036590114883422786,-0.1471862739320774,-0.07599296675744549,-0.9335023548061361,0.15664700355959202,0.42022000122070313,0.0002101100006103516,59
