strategy,benchmark,start_account,end_account,total_return,annual_return,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days,trades,win_rate,metrics_path,report_path,trades_path
agent,SH000300,3008544.4929012298,2988942.953217125,-0.0065152899451397,-0.0266423485181549,0.0017549492731054,-0.0082702392182452,-0.0267739890010806,0.0181076095008995,-0.1723558541340985,-2.489845604235988,-0.0107004018533631,-0.3880077903030354,0.0187841102419557,2.012463559116105,0.0018866183646458,61,14,0.5192307692307693,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/agent/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/agent/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/agent/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
buy_hold_100,SH000300,3047517.21591835,3076172.095679092,0.0094026965987481,0.0394195629785227,0.0017549492731054,0.0076477473256426,0.0372608762498394,0.2969349203910004,0.6388228396486431,1.1147267100645994,-0.0353625356086052,1.0264311064892178,0.1085483571969859,0.9986492164611817,0.0004993246082305,61,1,0.5,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/buy_hold_100/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/buy_hold_100/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/buy_hold_100/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
macd,SH000300,3045181.311384201,3068587.4217077256,0.0076862780669322,0.0321373390717665,0.0017549492731054,0.0059313287938267,0.0304364276319927,0.2339663260307502,0.5915380696717158,0.9566874137098776,-0.0335923088474041,1.079006935610694,0.0983646119118197,1.9366762623014944,0.0019385208350976,61,8,0.5263157894736842,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/macd/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/macd/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/macd/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
kdj_rsi,SH000300,3000000.0,2956687.780673218,-0.0144374064422606,-0.0583087243833925,0.0017549492731054,-0.0161923557153661,-0.0584359760070407,0.0175039065351805,-0.455415019289821,-2.744723274259362,-0.021243935565463,-1.3443380761471555,0.0382883397196658,1.906099701180796,0.0019076895434176,61,4,0.47368421052631576,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/kdj_rsi/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/kdj_rsi/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/kdj_rsi/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
zmr,SH000300,3045181.311384201,3124865.861842728,0.0261674239759162,0.1126130186991543,0.0017549492731054,0.0244124747028107,0.11057188781035,0.2807647028730143,1.1705033506330391,3.352345300548058,-0.0335923088474041,1.8603113082498897,0.0984781278608828,2.8841132041995685,0.002410429434458,61,8,0.5471698113207547,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/zmr/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/zmr/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/zmr/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
sma,SH000300,3000000.0,2990109.3902130127,-0.0032968699289958,-0.0135497217960391,0.0017549492731054,-0.0050518192021012,-0.0139251492206487,0.0516413572000911,-0.1934394690922126,-0.6378159900874226,-0.021243935565463,-0.2300367529788086,0.0460724230265317,0.9557898253782856,0.0004822247297138,61,4,0.47368421052631576,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/sma/qlib_signal_backtest_metrics_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/sma/qlib_signal_backtest_report_000651_2025-10-01_2025-12-31.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/gree_weekly_2025q4_range/backtests/sma/qlib_signal_backtest_trades_000651_2025-10-01_2025-12-31.csv
