datetime,cash,now_account_value,SZ300308.amount,SZ300308.price,SZ300308.weight,SZ300308.count_day
2026-04-01,3000000.0,3000000.0,,,,
2026-04-02,3000000.0,3000000.0,,,,
2026-04-03,3000000.0,3000000.0,,,,
2026-04-07,205108.9413208007,3051578.496984863,4600.0,618.7977294921875,0.9327859527377519,1.0
2026-04-08,205108.9413208007,3366811.297277832,4600.0,687.3265991210938,0.9390791692166895,2.0
2026-04-09,205108.9413208007,3389232.928137207,4600.0,692.2008666992188,0.9394821938563152,3.0
2026-04-10,205108.9413208007,3580504.375891113,4600.0,733.7816162109375,0.9427150703398447,4.0
2026-04-13,205108.9413208007,3595896.2948364257,4600.0,737.127685546875,0.9429602734607977,5.0
2026-04-14,205108.9413208007,3756705.938391113,4600.0,772.0863037109375,0.9454019173487285,6.0
2026-04-15,205108.9413208007,3788775.945715332,4600.0,779.0580444335938,0.9458640615703984,7.0
2026-04-16,205108.9413208007,3924912.810949707,4600.0,808.6530151367188,0.9477417840343896,8.0
2026-04-17,205108.9413208007,4115081.9881958007,4600.0,849.994140625,0.9501567789149378,9.0
2026-04-20,205108.9413208007,4110487.322668457,4600.0,848.9953002929688,0.9501010646135146,10.0
2026-04-21,205108.9413208007,4178762.3959106444,4600.0,863.8377075195312,0.9509163427139286,11.0
2026-04-22,205108.9413208007,4278740.240148926,4600.0,885.572021484375,0.9520632406248475,12.0
2026-04-23,205108.9413208007,4326431.829504395,4600.0,895.9397583007812,0.9525916622741986,13.0
2026-04-24,205108.9413208007,4280440.252355957,4600.0,885.9415893554688,0.95208227910484,14.0
2026-04-27,205108.9413208007,4142786.993078613,4600.0,856.0169677734375,0.9504901068620043,15.0
2026-04-28,205108.9413208007,3995623.211340332,4600.0,824.0248413085938,0.9486665958044636,16.0
2026-04-29,205108.9413208007,4092108.9413208007,4600.0,845.0,0.9498769597139323,17.0
2026-04-30,205108.9413208007,4149608.9413208007,4600.0,857.5,0.9505715010206442,18.0
2026-05-06,4286078.291320801,4286078.291320801,,,,
2026-05-07,4286078.291320801,4286078.291320801,,,,
2026-05-08,4286078.291320801,4286078.291320801,,,,
2026-05-11,4286078.291320801,4286078.291320801,,,,
2026-05-12,4286078.291320801,4286078.291320801,,,,
2026-05-13,4286078.291320801,4286078.291320801,,,,
2026-05-14,4286078.291320801,4286078.291320801,,,,
2026-05-15,4286078.291320801,4286078.291320801,,,,
2026-05-18,266952.6185058593,4342452.61850586,3900.0,1045.0,0.9385249208320177,1.0
2026-05-19,266952.6185058593,4283952.61850586,3900.0,1030.0,0.9376854409283905,2.0
2026-05-20,266952.6185058593,4311252.61850586,3900.0,1037.0,0.9380800333156128,3.0
2026-05-21,266952.6185058593,4140978.7232421874,3900.0,993.3400268554688,0.9355339313849823,4.0
2026-05-22,266952.6185058593,4315074.542333985,3900.0,1037.97998046875,0.9381348767241765,5.0
2026-05-25,4375241.888977051,4375241.888977051,,,,
2026-05-26,4375241.888977051,4375241.888977051,,,,
2026-05-27,4375241.888977051,4375241.888977051,,,,
2026-05-28,4375241.888977051,4375241.888977051,,,,
2026-05-29,4375241.888977051,4375241.888977051,,,,
2026-06-01,309710.1389770508,4264710.138977051,3500.0,1130.0,0.9273783847238586,1.0
2026-06-02,309710.1389770508,4481045.344055176,3500.0,1191.81005859375,0.9308843996885836,2.0
2026-06-03,309710.1389770508,4772210.138977051,3500.0,1275.0,0.9351013199424116,3.0
2026-06-04,309710.1389770508,4789710.138977051,3500.0,1280.0,0.9353384380284866,4.0
2026-06-05,309710.1389770508,4439675.104797363,3500.0,1179.989990234375,0.9302403595609083,5.0
2026-06-08,83038.85216064454,4356501.816027832,3700.0,1154.989990234375,0.9809390984630972,6.0
2026-06-09,83038.85216064454,4449038.852160645,3700.0,1180.0,0.9813355524822361,7.0
2026-06-10,83038.85216064454,4326938.852160645,3700.0,1147.0,0.9808088685794163,8.0
2026-06-11,83038.85216064454,4241838.852160645,3700.0,1124.0,0.9804238550650392,9.0
2026-06-12,83038.85216064454,4334338.852160645,3700.0,1149.0,0.9808416335240494,10.0
2026-06-15,4424017.602160645,4424017.602160645,,,,
2026-06-16,4424017.602160645,4424017.602160645,,,,
2026-06-17,4424017.602160645,4424017.602160645,,,,
2026-06-18,4424017.602160645,4424017.602160645,,,,
2026-06-22,318625.8442260744,4465615.712390137,3000.0,1382.3299560546875,0.9286490677328041,1.0
2026-06-23,318625.8442260744,4248655.873522949,3000.0,1310.010009765625,0.9250054949821407,2.0
2026-06-24,318625.8442260744,4255166.005358887,3000.0,1312.1800537109375,0.9251202317783132,3.0
2026-06-25,318625.8442260744,4288825.917468262,3000.0,1323.4000244140625,0.9257079092605925,4.0
2026-06-26,318625.8442260744,4080295.888171387,3000.0,1253.8900146484375,0.9219110934700206,5.0
2026-06-29,4030050.3442260744,4030050.3442260744,,,,
2026-06-30,4030050.3442260744,4030050.3442260744,,,,
2026-07-01,4030050.3442260744,4030050.3442260744,,,,
