start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
1000000.0,1014927.9091644287,0.014927909164428765,0.0631260032450014,-0.16385582462515813,0.35168142745798514,0.3788305176248604,0.9441999816894531,0.00047209999084472655,61
