start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2777551.477185059,-0.0741495076049804,-0.27259653780873117,-0.07866345643135475,-3.029852013480406,0.09830439970317456,0.09564823755891072,-0.16979774516389112,-0.2916347322384108,0.041528583950841615,-3.280337592902847,-3.4653516407152933,3.709607531627154,0.0037001693642937645,61,SH000300
