datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2026-04-01,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0
2026-04-02,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.010418057
2026-04-03,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.00851208
2026-04-07,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-3.8921833e-05
2026-04-08,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.034891486
2026-04-09,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.006382823
2026-04-10,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.01540482
2026-04-13,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.002068162
2026-04-14,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.011865497
2026-04-15,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0034112334
2026-04-16,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.010962367
2026-04-17,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0016755462
2026-04-20,3014044.4721679688,0.005138346354166667,2741133.7890625,0.9137112630208334,1370.56689453125,0.00045685563151041665,2756548.828125,257495.64404296875,0.006084323
2026-04-21,3016232.7045898438,0.000726011988901089,2741133.7890625,0.0,1370.56689453125,0.0,2758737.060546875,257495.64404296875,0.0022187233
2026-04-22,3011328.8959960938,-0.0016258057895492631,2741133.7890625,0.0,1370.56689453125,0.0,2753833.251953125,257495.64404296875,0.0066337585
2026-04-23,3029889.6870117188,0.006163654538135537,2741133.7890625,0.0,1370.56689453125,0.0,2772394.04296875,257495.64404296875,-0.00277102
2026-04-24,3107043.7397460938,0.025464310818018435,2741133.7890625,0.0,1370.56689453125,0.0,2849548.095703125,257495.64404296875,-0.0035431385
2026-04-27,2997309.5373046873,-0.03529555839434753,2879851.171875,0.044646099132108104,1439.9255859375,2.2323049566054067e-05,2878600.634765625,118708.90253906249,0.000330925
2026-04-28,3001002.2252929686,0.0012320008802300338,2879851.171875,0.0,1439.9255859375,0.0,2882293.3227539062,118708.90253906249,-0.00266999
2026-04-29,2993145.169628906,-0.0026181438980090945,2879851.171875,0.0,1439.9255859375,0.0,2874436.2670898438,118708.90253906249,0.0109574795
