start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2810631.742810059,-0.063122752396647,-0.2361342757865451,-0.06769046174822524,-1.884875530023281,0.133931064933808,0.09564823755891072,-0.15877098995555772,-0.2490162045091946,0.028099737103919713,-2.7898275002977875,-3.488442384465434,1.8853440648068087,0.0018774741690353088,61,SH000300
