start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2990109.3902130127,-0.0032968699289958048,-0.013549721796039194,-0.021243935565463,-0.23003675297880863,0.04607242302653179,0.0017549492731054883,-0.005051819202101293,-0.013925149220648733,0.05164135720009115,-0.19343946909221268,-0.6378159900874226,0.9557898253782855,0.00048222472971384833,61,SH000300
