start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2956687.780673218,-0.014437406442260659,-0.05830872438339252,-0.021243935565463,-1.3443380761471555,0.03828833971966581,0.0017549492731054883,-0.016192355715366147,-0.05843597600704073,0.017503906535180587,-0.455415019289821,-2.744723274259362,1.9060997011807959,0.0019076895434176138,61,SH000300
