datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-10-09,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0
2025-10-10,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.019672632
2025-10-13,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.004950464
2025-10-14,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.011953473
2025-10-15,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.014809966
2025-10-16,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0026341677
2025-10-17,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.022559106
2025-10-20,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0053133965
2025-10-21,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.015347719
2025-10-22,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0033208132
2025-10-23,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.002999425
2025-10-24,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.011796474
2025-10-27,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.011872768
2025-10-28,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.005098641
2025-10-29,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.011906505
2025-10-30,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0079882145
2025-10-31,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.014701664
2025-11-03,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.002744317
2025-11-04,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0074576735
2025-11-05,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.00185287
2025-11-06,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.014294982
2025-11-07,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0031126142
2025-11-10,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.003474474
2025-11-11,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.009134114
2025-11-12,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0013451576
2025-11-13,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.012089372
2025-11-14,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.015723705
2025-11-17,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.00650084
2025-11-18,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0064940453
2025-11-19,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0043997765
2025-11-20,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0050876737
2025-11-21,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0243904
2025-11-24,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.0012483001
2025-11-25,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.009522557
2025-11-26,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0060619116
2025-11-27,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.00049197674
2025-11-28,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0024933815
2025-12-01,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.011006832
2025-12-02,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.004840255
2025-12-03,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,-0.005112827
2025-12-04,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0034247637
2025-12-05,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.008351445
2025-12-08,2984645.9783340455,-0.0046434440612792656,2847378.9642333984,0.9491263214111328,1423.6894821166993,0.0004745631607055664,2833448.6320495605,151197.34628448496,0.008118153
2025-12-09,2961660.7259536744,-0.0077011654136618524,2847378.9642333984,0.0,1423.6894821166993,0.0,2810463.3796691895,151197.34628448496,-0.0050914288
2025-12-10,2963053.622987366,0.00047030945222224405,2847378.9642333984,0.0,1423.6894821166993,0.0,2811856.276702881,151197.34628448496,-0.0013909936
2025-12-11,2982556.3604141236,0.006581972487927861,2847378.9642333984,0.0,1423.6894821166993,0.0,2831359.0141296387,151197.34628448496,-0.008633316
2025-12-12,2989521.662690735,0.002335346405874525,2847378.9642333984,0.0,1423.6894821166993,0.0,2838324.31640625,151197.34628448496,0.006319046
2025-12-15,2997875.693551636,0.002798442146239169,2855360.6689453125,0.0026698935858287397,1435.6620391845704,4.0048403787431095e-06,2838708.6151123047,159167.07843933115,-0.006306708
2025-12-16,2996486.4265838624,-0.00046341713592785717,2855360.6689453125,0.0,1435.6620391845704,0.0,2837319.3481445312,159167.07843933115,-0.011973679
2025-12-17,3013850.769845581,0.00579490135769276,2855360.6689453125,0.0,1435.6620391845704,0.0,2854683.69140625,159167.07843933115,0.018303394
2025-12-18,3004126.715890503,-0.0032264550230456,2855360.6689453125,0.0,1435.6620391845704,0.0,2844959.637451172,159167.07843933115,-0.005913377
2025-12-19,3016629.0321746827,0.004161714024261346,2855360.6689453125,0.0,1435.6620391845704,0.0,2857461.9537353516,159167.07843933115,0.0033794641
2025-12-22,2998514.464151001,-0.006003246614193885,2863387.247467041,0.0026607774559347023,1440.6620391845704,1.657479241454992e-06,2847378.9642333984,151135.49991760263,0.009510398
2025-12-23,2999907.6335540772,0.000464619870850159,2863387.247467041,0.0,1440.6620391845704,0.0,2848772.1336364746,151135.49991760263,0.0019755363
2025-12-24,2990156.2648406983,-0.0032505563185711082,2863387.247467041,0.0,1440.6620391845704,0.0,2839020.7649230957,151135.49991760263,0.0028836727
2025-12-25,3000604.082070923,0.0034940706454287,2863387.247467041,0.0,1440.6620391845704,0.0,2849468.5821533203,151135.49991760263,0.0018292665
2025-12-26,2990156.2648406983,-0.00348190462468939,2863387.247467041,0.0,1440.6620391845704,0.0,2839020.7649230957,151135.49991760263,0.0031673908
2025-12-29,2987370.1984039308,-0.0009317460995357066,2863387.247467041,0.0,1440.6620391845704,0.0,2836234.698486328,151135.49991760263,-0.0038366318
2025-12-30,2974136.3147369386,-0.004429944328313473,2863387.247467041,0.0,1440.6620391845704,0.0,2823000.814819336,151135.49991760263,0.0025670528
2025-12-31,2952543.959390259,-0.007260042264938863,2863387.247467041,0.0,1440.6620391845704,0.0,2801408.4594726562,151135.49991760263,-0.0045884848
2026-01-05,2956687.780673218,0.002830938944398895,5673154.178619385,0.9516427087278997,5655.312435913085,0.0014274640630918493,0.0,2956687.780673218,0.018964887
