start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3000000.0,2881865.731332779,-0.0393780895557404,-0.1832962685354148,-0.16972923513471405,-0.39437970723833576,0.34388759118898804,0.048704173304583875,-0.08808226286032428,-0.2701186102151962,0.32056612870947554,-1.0851809013161882,-1.079933391498127,1.9434954621013398,0.0019406879442620752,50,SH000300
