start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,benchmark_return,excess_return,alpha,beta,information_ratio,calmar,turnover_sum,cost_sum,trading_days,benchmark
3170546.46652565,2862566.507037735,-0.09713781606405714,-0.3443595849448493,-0.18640416185559083,-0.38923835767747145,0.3436882335348672,0.0017549492731054883,-0.09889276533716262,-0.3537623620269367,1.2933849211306934,-0.5332303461981283,-1.847381418509465,0.9982800270080566,0.0004991400135040283,61,SH000300
