strategy,start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days,trades,metrics_path,trades_path
agent,1000000.0,1306805.9176696776,0.3068059176696776,2.020544016290899,-0.0585287994943906,4.358459428098374,0.2633061058774839,1.4959512734060516,0.0014330947695065,61.0,7,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/300308_weekly_2026q2/backtests/agent/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/300308_weekly_2026q2/backtests/agent/qlib_signal_backtest_trades_300308_2026-04-01_2026-06-30.csv
buy_hold_100,1000000.0,1906094.3733825684,0.9060943733825684,13.365404076510346,-0.1175088540274595,4.970849193541571,0.5711197337785663,0.9281965942382812,0.0004640982971191,61.0,1,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/300308_weekly_2026q2/backtests/buy_hold_100/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv,/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/baseline_comparisons/300308_weekly_2026q2/backtests/buy_hold_100/qlib_signal_backtest_trades_300308_2026-04-01_2026-06-30.csv
