datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-10-09,3008544.4929012298,0.0029379522959390968,538727.9731750488,0.17957599105834962,269.36398658752444,8.978799552917482e-05,547541.8300628662,2461002.6628383636,0.0
2025-10-10,3008951.295269394,0.00013521567293551002,538727.9731750488,0.0,269.36398658752444,0.0,547948.6324310303,2461002.6628383636,-0.019672632
2025-10-13,3002570.3910907744,-0.0019270896016722037,926984.9235534668,0.12903397638533629,851.7494121551514,0.00019355096457800443,153893.16329956055,2848677.227791214,-0.004950464
2025-10-14,3003064.9726947783,0.00016471940357216223,926984.9235534668,0.0,851.7494121551514,0.0,154387.74490356445,2848677.227791214,-0.011953473
2025-10-15,3003978.0681690215,0.0003040545184820975,926984.9235534668,0.0,851.7494121551514,0.0,155300.84037780762,2848677.227791214,0.014809966
2025-10-16,3003787.831886673,-6.332811959062844e-05,926984.9235534668,0.0,851.7494121551514,0.0,155110.60409545898,2848677.227791214,0.0026341677
2025-10-17,3001695.3369220733,-0.0006966187632784029,926984.9235534668,0.0,851.7494121551514,0.0,153018.10913085938,2848677.227791214,-0.022559106
2025-10-20,3007514.5502666472,0.0020029134882308475,1312830.3901672363,0.12854251458091479,1044.672145462036,6.427125729045735e-05,544875.7118225098,2462638.8384441375,0.0053133965
2025-10-21,3006445.387516403,-0.00035549711643102387,1312830.3901672363,0.0,1044.672145462036,0.0,543806.5490722656,2462638.8384441375,0.015347719
2025-10-22,3004841.643391037,-0.000533435309360816,1312830.3901672363,0.0,1044.672145462036,0.0,542202.8049468994,2462638.8384441375,-0.0033208132
2025-10-23,3004307.062015915,-0.00017790667148728085,1312830.3901672363,0.0,1044.672145462036,0.0,541668.2235717773,2462638.8384441375,0.002999425
2025-10-24,3003906.112919235,-0.00013345809479629135,1312830.3901672363,0.0,1044.672145462036,0.0,541267.2744750977,2462638.8384441375,0.011796474
2025-10-27,3003494.559680557,0.00013347590823661288,1854498.6137390137,0.18032128941785638,1857.1744808197022,0.0002704819341267846,0.0,3003494.559680557,0.011872768
2025-10-28,3003494.559680557,0.0,1854498.6137390137,0.0,1857.1744808197022,0.0,0.0,3003494.559680557,-0.005098641
2025-10-29,3003494.559680557,0.0,1854498.6137390137,0.0,1857.1744808197022,0.0,0.0,3003494.559680557,0.011906505
2025-10-30,3003494.559680557,0.0,1854498.6137390137,0.0,1857.1744808197022,0.0,0.0,3003494.559680557,-0.0079882145
2025-10-31,3003494.559680557,0.0,1854498.6137390137,0.0,1857.1744808197022,0.0,0.0,3003494.559680557,-0.014701664
2025-11-03,3002369.162488937,-0.00032511516469066546,2152329.7401428223,0.09916153350232307,2006.0900440216064,4.95807667511615e-05,296854.6447753906,2705514.5177135463,0.002744317
2025-11-04,3003796.3460216518,0.0004753524485082712,2152329.7401428223,0.0,2006.0900440216064,0.0,298281.82830810547,2705514.5177135463,-0.0074576735
2025-11-05,3003871.453214645,2.500408960568816e-05,2152329.7401428223,0.0,2006.0900440216064,0.0,298356.93550109863,2705514.5177135463,0.00185287
2025-11-06,3005899.553037643,0.0006751619883159916,2152329.7401428223,0.0,2006.0900440216064,0.0,300385.0353240967,2705514.5177135463,0.014294982
2025-11-07,3006124.9039897914,7.496955509398401e-05,2152329.7401428223,0.0,2006.0900440216064,0.0,300610.3862762451,2705514.5177135463,-0.0031126142
2025-11-10,3009394.297324371,0.0011617507744091761,2300979.473876953,0.04944895454504896,2229.064644622803,7.41734318175735e-05,155453.02047729492,2853941.276847076,0.003474474
2025-11-11,3009622.5600349423,7.585005088041658e-05,2300979.473876953,0.0,2229.064644622803,0.0,155681.2831878662,2853941.276847076,-0.009134114
2025-11-12,3010497.599326324,0.0002907471863753163,2300979.473876953,0.0,2229.064644622803,0.0,156556.32247924805,2853941.276847076,-0.0013451576
2025-11-13,3009926.920233917,-0.00018956304517064906,2300979.473876953,0.0,2229.064644622803,0.0,155985.64338684082,2853941.276847076,0.012089372
2025-11-14,3008481.201850128,-0.0004803167725004793,2300979.473876953,0.0,2229.064644622803,0.0,154539.92500305176,2853941.276847076,-0.015723705
2025-11-17,3005922.7645029067,-0.0008365784179698295,2384193.279647827,0.027659739312879857,2270.67154750824,1.3829869656439988e-05,235236.90032958984,2770685.864173317,-0.00650084
2025-11-18,3005454.518042946,-0.00015577461453450617,2384193.279647827,0.0,2270.67154750824,0.0,234768.6538696289,2770685.864173317,-0.0064940453
2025-11-19,3005747.1663583755,9.73723986414709e-05,2384193.279647827,0.0,2270.67154750824,0.0,235061.3021850586,2770685.864173317,0.0043997765
2025-11-20,3006859.2574228286,0.00036998822685425106,2384193.279647827,0.0,2270.67154750824,0.0,236173.39324951172,2770685.864173317,-0.0050876737
2025-11-21,3006273.9379037856,-0.0001946614287310024,2384193.279647827,0.0,2270.67154750824,0.0,235588.07373046875,2770685.864173317,-0.0243904
2025-11-24,3005638.0923086167,-0.00017035410922376767,2466669.5972442627,0.027434731265356553,2394.3860239028936,4.1152096898034886e-05,152599.6250152588,2853038.467293358,-0.0012483001
2025-11-25,3005485.89733181,-5.0636494525440476e-05,2466669.5972442627,0.0,2394.3860239028936,0.0,152447.43003845215,2853038.467293358,0.009522557
2025-11-26,3006475.0754171372,0.0003291241812863984,2466669.5972442627,0.0,2394.3860239028936,0.0,153436.6081237793,2853038.467293358,0.0060619116
2025-11-27,3006475.0754171372,0.0,2466669.5972442627,0.0,2394.3860239028936,0.0,153436.6081237793,2853038.467293358,-0.00049197674
2025-11-28,3006589.2142110826,3.796432402802347e-05,2466669.5972442627,0.0,2394.3860239028936,0.0,153550.7469177246,2853038.467293358,0.0024933815
2025-12-01,3006586.8232622147,7.592576558564916e-05,2620448.621749878,0.05114733458723135,2625.0545606613164,7.6721001880847e-05,0.0,3006586.8232622147,0.011006832
2025-12-02,3006586.8232622147,0.0,2620448.621749878,0.0,2625.0545606613164,0.0,0.0,3006586.8232622147,-0.004840255
2025-12-03,3006586.8232622147,0.0,2620448.621749878,0.0,2625.0545606613164,0.0,0.0,3006586.8232622147,-0.005112827
2025-12-04,3006586.8232622147,0.0,2620448.621749878,0.0,2625.0545606613164,0.0,0.0,3006586.8232622147,0.0034247637
2025-12-05,3006586.8232622147,0.0,2620448.621749878,0.0,2625.0545606613164,0.0,0.0,3006586.8232622147,0.008351445
2025-12-08,3000931.2102396013,-0.0017066531226387865,3669273.086166382,0.3488422340913826,3149.466792869568,0.00017442111704569122,1043693.2636260986,1957237.9466135025,0.008118153
2025-12-09,2992464.653690529,-0.002821309772174443,3669273.086166382,0.0,3149.466792869568,0.0,1035226.7070770264,1957237.9466135025,-0.0050914288
2025-12-10,2992977.7236063005,0.00017145396024602282,3669273.086166382,0.0,3149.466792869568,0.0,1035739.7769927979,1957237.9466135025,-0.0013909936
2025-12-11,3000161.505039406,0.0024002121286922184,3669273.086166382,0.0,3149.466792869568,0.0,1042923.5584259033,1957237.9466135025,-0.008633316
2025-12-12,3002727.1555978777,0.0008551708146918513,3669273.086166382,0.0,3149.466792869568,0.0,1045489.208984375,1957237.9466135025,0.006319046
2025-12-15,3005416.1260530474,0.0012683152160247897,4415562.476730347,0.24853719698530852,4268.900878715515,0.0003728057954779628,303008.2229614258,2702407.9030916216,-0.006306708
2025-12-16,3005267.8335115435,-4.9341766758487405e-05,4415562.476730347,0.0,4268.900878715515,0.0,302859.9304199219,2702407.9030916216,-0.011973679
2025-12-17,3007121.3308259966,0.0006167494603259312,4415562.476730347,0.0,4268.900878715515,0.0,304713.427734375,2702407.9030916216,0.018303394
2025-12-18,3006083.370010567,-0.0003451675876159544,4415562.476730347,0.0,4268.900878715515,0.0,303675.4669189453,2702407.9030916216,-0.005913377
2025-12-19,3007417.886917305,0.00044393875434452446,4415562.476730347,0.0,4268.900878715515,0.0,305009.9838256836,2702407.9030916216,0.0033794641
2025-12-22,2998346.63946991,-0.0028421434999224226,5463030.973815918,0.3482949614824757,4792.635127258301,0.00017414748074123774,1343930.9677124023,1654415.6717575076,0.009510398
2025-12-23,2999004.1998184207,0.000219307647706469,5463030.973815918,0.0,4792.635127258301,0.0,1344588.528060913,1654415.6717575076,0.0019755363
2025-12-24,2994401.663044739,-0.0015346883388693848,5463030.973815918,0.0,4792.635127258301,0.0,1339985.9912872314,1654415.6717575076,0.0028836727
2025-12-25,2999332.915715027,0.0016468240487396526,5463030.973815918,0.0,4792.635127258301,0.0,1344917.2439575195,1654415.6717575076,0.0018292665
2025-12-26,2994401.663044739,-0.0016441164781844492,5463030.973815918,0.0,4792.635127258301,0.0,1339985.9912872314,1654415.6717575076,0.0031673908
2025-12-29,2993014.491260338,-0.0003935411445003438,5602198.658370972,0.04647595754189722,5001.386654090881,6.971393631284582e-05,1199639.8864746094,1793374.6047857287,-0.0038366318
2025-12-30,2987416.966235924,-0.0018701964326463996,5602198.658370972,0.0,5001.386654090881,0.0,1194042.3614501953,1793374.6047857287,0.0025670528
2025-12-31,2978284.0652349475,-0.0030571229608044323,5602198.658370972,0.0,5001.386654090881,0.0,1184909.4604492188,1793374.6047857287,-0.0045884848
2026-01-05,2988942.953217125,0.0038008495378844677,6042946.412277222,0.1479871443597442,5662.508284950256,0.00022198071653961626,755481.7161560059,2233461.237061119,0.018964887
