start_account,end_account,total_return,annual_return,max_drawdown,sharpe,volatility,turnover_sum,cost_sum,trading_days
1000000.0,1906094.3733825684,0.9060943733825684,13.365404076510346,-0.11750885402745959,4.970849193541571,0.5711197337785663,0.9281965942382813,0.0004640982971191406,61
