variant,total_return,annual_return,benchmark_return,excess_return,max_drawdown,sharpe,calmar,win_rate,turnover_sum,cost_sum,trades,metrics_path
original_agent,0.2612542750030517,1.6087389647805277,0.0956482375589107,0.165606037444141,-0.0737172884357262,4.059227269191723,21.823089249724372,0.6896551724137931,2.0692299340421263,0.0019720758216505,11,outputs/baseline_comparisons/300308_weekly_2026q2/backtests/agent/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv
buy_hold_100,1.0054555509419756,16.72093611417205,0.0956482375589107,0.9098073133830648,-0.1214329191693948,5.144940944732031,137.6968965956168,0.6724137931034483,0.9918929077148436,0.0004959464538574,1,outputs/baseline_comparisons/300308_weekly_2026q2/backtests/buy_hold_100/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv
scaled_1.25,0.3357989038706459,2.307158159376882,0.0956482375589107,0.2401506663117352,-0.090274199022351,4.049654512728261,25.557226587030176,0.6896551724137931,2.7119861423678886,0.0025719493594744,12,outputs/position_sensitivity/300308_weekly_2026q2/backtests/scaled_1.25/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv
scaled_1.50,0.4177351267954508,3.229234088772519,0.0956482375589107,0.32208688923654,-0.1068743783978174,4.11261253837555,30.2152315380247,0.6896551724137931,3.299225182139868,0.0031176373846176,13,outputs/position_sensitivity/300308_weekly_2026q2/backtests/scaled_1.50/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv
floor_40,0.3202645259826662,2.1511436759062126,0.0956482375589107,0.2246162884237554,-0.0741220670904507,4.4220484471190575,29.02163634051359,0.6896551724137931,1.1843725717106377,0.0010708371950907,9,outputs/position_sensitivity/300308_weekly_2026q2/backtests/floor_40/qlib_signal_backtest_metrics_300308_2026-04-01_2026-06-30.csv
